area,area_cut,contamination,n_basins,skill_pct,dm_stat,p,n_rows
resolved,90000,cont_high,59,-0.6813679710182319,2.082255159273361,0.04039871521204092,4956
resolved,90000,cont_lowmid,137,-0.5577965418769315,2.228819271974327,0.028528899216301192,11508
sub_resolution,90000,cont_high,19,-0.3937650370356316,1.0165970626237395,0.3122993987652434,1596
sub_resolution,90000,cont_lowmid,13,0.1463335635855656,-0.23094775770027495,0.8179237317272435,1092
