subset,model,horizon,rmse_std,n,n_months,n_basins,skill_vs_damped
joint_full_cells,li_lstm_full,3,1.010266735352717,3953,59,67,0.159678036307892
joint_full_cells,lstmres_corr_top1_s0,3,1.016213971643106,3953,59,67,0.14975530399577952
joint_full_cells,lstmres_corr_top1_ens,3,1.0186946199204931,3953,59,67,0.14559922584800777
joint_full_cells,lstmres_corr_top1_s1,3,1.0239607214914568,3953,59,67,0.1367428113625052
joint_full_cells,lstm_own_era5_s0,3,1.0245172084839136,3953,59,67,0.13580425595792123
joint_full_cells,lstm_own_era5_ens,3,1.0277956563764747,3953,59,67,0.13026456597411062
joint_full_cells,lstm_own_era5_s1,3,1.0331276804348049,3953,59,67,0.1212170877714428
joint_full_cells,ridge_own_era5,3,1.0381634340519676,3953,59,67,0.11262934112194956
joint_full_cells,ridge_own,3,1.0384946918592899,3953,59,67,0.1120629652591063
joint_full_cells,kalman_ar1,3,1.0408994784573244,3953,59,67,0.10794590737383714
joint_full_cells,ridge_corr_top1_era5,3,1.051464386843079,3953,59,67,0.08974569084594264
joint_full_cells,li_lstm_nonseas,3,1.0792064709584623,3953,59,67,0.041079309124668284
joint_full_cells,damped_persistence_rho,3,1.1020801898375912,3953,59,67,0.0
joint_full_cells,li_lstm_full,4,1.041854451847345,3953,59,67,0.2816907164846647
joint_full_cells,li_lstm_nonseas,4,1.1035041505603003,3953,59,67,0.19416650027393045
joint_full_cells,lstmres_corr_top1_s0,4,1.1104163096948296,3953,59,67,0.18403967964316592
joint_full_cells,lstmres_corr_top1_ens,4,1.1122804159041113,3953,59,67,0.18129780093866188
joint_full_cells,lstmres_corr_top1_s1,4,1.1158453379310924,3953,59,67,0.17604141663854755
joint_full_cells,lstm_own_era5_s0,4,1.121720530696948,3953,59,67,0.16734189595639504
joint_full_cells,lstm_own_era5_ens,4,1.1248228711576733,3953,59,67,0.16272976483134727
joint_full_cells,ridge_own,4,1.125012233641663,3953,59,67,0.16244783436707977
joint_full_cells,ridge_own_era5,4,1.1281317512949436,3953,59,67,0.15779654060514425
joint_full_cells,lstm_own_era5_s1,4,1.129435926448239,3953,59,67,0.15584815875112923
joint_full_cells,kalman_ar1,4,1.137048727305676,3953,59,67,0.14443003809762656
joint_full_cells,ridge_corr_top1_era5,4,1.144080023921407,3953,59,67,0.13381595231739019
joint_full_cells,damped_persistence_rho,4,1.229281404770499,3953,59,67,0.0
joint_full_cells,li_lstm_full,5,1.0747595664680438,3953,59,67,0.34667630329875254
joint_full_cells,li_lstm_nonseas,5,1.1372943895956842,3953,59,67,0.26843728119234
joint_full_cells,lstmres_corr_top1_s0,5,1.2160815069935873,3953,59,67,0.16356703585013999
joint_full_cells,lstmres_corr_top1_ens,5,1.2187567390444907,3953,59,67,0.15988288549795115
joint_full_cells,lstmres_corr_top1_s1,5,1.2233586872824176,3953,59,67,0.15352644935696025
joint_full_cells,ridge_own,5,1.2277794144934335,3953,59,67,0.14739776478975786
joint_full_cells,ridge_own_era5,5,1.2324667589915597,3953,59,67,0.14087530800748194
joint_full_cells,lstm_own_era5_s0,5,1.2332759586609692,3953,59,67,0.1397467880920662
joint_full_cells,lstm_own_era5_ens,5,1.2353632842266227,3953,59,67,0.13683235833360208
joint_full_cells,kalman_ar1,5,1.2353739531205834,3953,59,67,0.13681744922318473
joint_full_cells,lstm_own_era5_s1,5,1.2390136697444538,3953,59,67,0.13172365872813896
joint_full_cells,ridge_corr_top1_era5,5,1.2506749473264849,3953,59,67,0.11530275938998136
joint_full_cells,damped_persistence_rho,5,1.329679931421431,3953,59,67,0.0
joint_full_cells,li_lstm_full,6,1.1087224576346313,3953,59,67,0.3951243867933686
joint_full_cells,li_lstm_nonseas,6,1.1679385313698962,3953,59,67,0.328786999778393
joint_full_cells,lstmres_corr_top1_s0,6,1.3138183641659662,3953,59,67,0.15064148985626813
joint_full_cells,lstmres_corr_top1_ens,6,1.3189858005880988,3953,59,67,0.1439470524567662
joint_full_cells,kalman_ar1,6,1.3206105021434213,3953,59,67,0.1418368141904126
joint_full_cells,lstmres_corr_top1_s1,6,1.325830766707905,3953,59,67,0.13503890810196062
joint_full_cells,ridge_own,6,1.3273693433154135,3953,59,67,0.13303023382375112
joint_full_cells,lstm_own_era5_s0,6,1.3279415305986115,3953,59,67,0.13228262578604855
joint_full_cells,ridge_own_era5,6,1.335152657516405,3953,59,67,0.12283309916903085
joint_full_cells,lstm_own_era5_ens,6,1.3366627537241493,3953,59,67,0.12084777488855791
joint_full_cells,lstm_own_era5_s1,6,1.3472640495692454,3953,59,67,0.10684706655637688
joint_full_cells,ridge_corr_top1_era5,6,1.3578567446803762,3953,59,67,0.09274724807868406
joint_full_cells,damped_persistence_rho,6,1.4255741337639798,3953,59,67,0.0
