source,challenger,reference,stratum,horizon,n_basins,n_rows,skill_pct,ci_lo_pct,ci_hi_pct,dm_stat,dm_p
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,resolved_x_cont_lowmid,2,137,11371,1.6426702946188754,0.6206287224920585,2.4438341024983896,-3.6640053754564677,0.0004390361546931404
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,resolved_x_cont_lowmid,3,137,11234,1.8975535326354098,1.032227580656355,2.5759555523801754,-4.817450369315793,6.675474318622739e-06
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,resolved_x_cont_lowmid,4,137,11097,2.112114783192609,1.5004851671136827,2.806071600918186,-5.139038597678152,1.910683161341548e-06
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,resolved_x_cont_lowmid,5,137,10960,2.4005201562354084,1.8629038828379672,3.0593950688362153,-5.540245824052401,3.841000912016827e-07
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,resolved_x_cont_lowmid,6,137,10823,3.2676563156926908,2.732375911589105,3.916223532759741,-6.682814398651011,3.1415346651871608e-09
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,1,19,1596,0.22290462880780737,-0.21441632266363367,0.609797374126928,-1.1052026369148733,0.2722652380363529
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,2,19,1577,0.7923331125288979,-0.037006902289716814,1.660505644489704,-1.97897602299133,0.05117511102287086
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,3,19,1558,0.7407054286906689,-0.15950412488781374,1.638018603983458,-1.5594037828894416,0.12279964653960353
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,4,19,1539,0.9186988378734884,0.08943048535449721,1.8533521473159429,-1.7310437836858863,0.08729915542154042
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,5,19,1520,1.0254956046429453,0.1522153258539108,2.004413570832571,-1.8951373607505735,0.06173232475197981
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_high,6,19,1501,1.4563931077612557,0.602234946731184,2.554807928563998,-2.308624253491385,0.023613663405776832
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,1,13,1092,0.1574686219362631,-0.4566213771224686,0.6715979596672054,-0.5172787555194976,0.6063374170132422
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,2,13,1079,0.06546846029570341,-1.0342631142355123,1.0004888073369782,-0.1245417432919757,0.9011911533588949
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,3,13,1066,0.44454271534428713,-0.6037859109437033,1.5779678870334581,-0.7722587865763889,0.44220861258652966
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,4,13,1053,0.6058320438494191,-0.26706833785062,1.8915226607528128,-1.042259330337389,0.3004309455355998
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,5,13,1040,1.0080239360528043,0.15586595917129548,1.8822873738203911,-2.0375340563907973,0.04494451786493198
phase8,lstmres_corr_top1_s1,lstm_own_era5_s1,sub_x_cont_lowmid,6,13,1027,1.4919619171311016,0.3219478913439858,2.5369818235945223,-2.237867016937552,0.02808259404940259
phase8,ridge_corr_top1_era5,ridge_own_era5,all,1,228,19152,-0.447317693183491,-0.9468187693022184,-0.014896175487438343,2.1510039906122427,0.034383336871936565
phase8,ridge_corr_top1_era5,ridge_own_era5,all,2,228,18924,-0.9289925325586923,-1.5878453949097704,-0.43158639509116364,3.63106661435996,0.0004901541677738157
phase8,ridge_corr_top1_era5,ridge_own_era5,all,3,228,18696,-1.2404235474948289,-1.90333016500503,-0.7248553178684894,4.317625678014289,4.433006868549782e-05
phase8,ridge_corr_top1_era5,ridge_own_era5,all,4,228,18468,-1.3263334444900465,-1.9703004783386373,-0.7979965083199552,4.564028103233508,1.7906638390843583e-05
phase8,ridge_corr_top1_era5,ridge_own_era5,all,5,228,18240,-1.3492087008567522,-2.032355178238839,-0.8421592110337847,4.283782893080946,5.1320845167524775e-05
phase8,ridge_corr_top1_era5,ridge_own_era5,all,6,228,18012,-1.4490327902316302,-2.2653954006923818,-0.9110508163324597,3.765367703722395,0.000320792964173989
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,1,196,16464,-0.44874401903813865,-1.067273175911475,0.05678576796222251,1.8384598236512961,0.06957163918718583
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,2,196,16268,-0.9444222786046508,-1.7012114996988978,-0.39919994539859127,3.3423123974657774,0.0012534300863334175
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,3,196,16072,-1.1929465743390377,-1.943844125452171,-0.6270069411239042,3.8071256712563044,0.00027214311242578925
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,4,196,15876,-1.2108800251246166,-1.9021200002176213,-0.6777577515664281,4.010841090881219,0.00013518112972423621
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,5,196,15680,-1.2002771788492295,-1.900832301318462,-0.7344979096579906,3.9401872123776047,0.00017464960077722482
phase8,ridge_corr_top1_era5,ridge_own_era5,area_resolved,6,196,15484,-1.2858565366411945,-2.055191326785909,-0.8120675287531915,3.5988416662547418,0.000559315028678537
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,1,32,2688,-0.4407805417730115,-1.1894449435783971,0.3302821968863441,1.0985466682722898,0.2751423397442057
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,2,32,2656,-0.8402533941697321,-1.9229066522382932,0.24573735593604382,1.5319345012995371,0.12938771616166803
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,3,32,2624,-1.5485190969001028,-2.8919891666884956,-0.2840567536485646,2.2966986762521597,0.024218691235708245
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,4,32,2592,-2.131183021264027,-3.5384072527258517,-0.5973371031971043,2.89399344654711,0.0049000420282383035
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,5,32,2560,-2.4660529210015047,-4.045455410859355,-0.8082166695027664,2.8030988776339743,0.006365358269717164
phase8,ridge_corr_top1_era5,ridge_own_era5,area_sub_resolution,6,32,2528,-2.740843771749346,-4.652410385595281,-0.9317963766417159,2.6022317967257993,0.011079986046766535
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,1,72,6048,-0.5413447916628344,-1.199581727150934,0.03284564575242379,1.819200427217433,0.07248697081772139
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,2,72,5976,-0.9518000419573625,-1.9133274294270448,-0.19910163698102507,2.3309432993448,0.022212536362647806
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,3,72,5904,-1.3591031368000328,-2.4212004680779513,-0.5260368974914134,2.896642004721734,0.004848515021897178
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,4,72,5832,-1.7408403381285131,-2.837799552901247,-0.8329696611775039,3.512281757635772,0.0007336186301445594
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,5,72,5760,-2.0095469878776084,-3.188572267078625,-1.035317288748844,3.589309438033019,0.000573474800962602
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_low,6,72,5688,-2.1273708285066917,-3.578772707885064,-1.069434689998938,3.0006179180703936,0.003616630266813418
phase8,ridge_corr_top1_era5,ridge_own_era5,cont_tercile_mid,1,78,6552,0.02992951294714663,-0.7156833876061397,0.6875224095353791,-0.08889067722175545,0.9293829301914528
