continent,n_basins,skill_pct,dm_p
north_america,44,11.485621690612502,8.525224178165723e-06
europe,30,10.765091187484376,0.000344094544860138
asia,76,8.558107772838241,0.00044094274812606337
australia,13,5.29984581350792,0.05433207674712625
south_america,27,3.9441974065555385,0.32917990238760836
africa,38,-0.9275069637358024,0.7624423285254832
