tile,n_cells,area_km2
271,312,109692.90661621094
272,288,111516.6298828125
273,288,111516.6298828125
274,312,120809.68237304688
275,288,111516.6298828125
276,288,111516.6298828125
277,288,111516.6298828125
278,288,111516.6298828125
279,312,120809.68237304688
280,288,111516.6298828125
281,288,111516.6298828125
282,288,111516.6298828125
283,288,111516.6298828125
284,312,120809.68237304688
285,288,111516.6298828125
286,288,111516.6298828125
287,288,111516.6298828125
288,288,111516.6298828125
289,312,120809.68237304688
290,288,111516.6298828125
291,288,111516.6298828125
292,288,111516.6298828125
293,288,111516.6298828125
294,312,120809.68237304688
295,288,111516.6298828125
296,288,111516.6298828125
297,288,111516.6298828125
298,288,111516.6298828125
299,312,120809.68237304688
300,288,111516.6298828125
301,288,111516.6298828125
302,288,111516.6298828125
303,312,120809.68237304688
304,288,111516.6298828125
305,288,111516.6298828125
306,288,111516.6298828125
307,288,111516.6298828125
308,312,120809.68237304688
309,288,111516.6298828125
310,288,111516.6298828125
311,288,111516.6298828125
312,288,111516.6298828125
313,312,120809.68237304688
314,288,111516.6298828125
315,288,111516.6298828125
316,288,111516.6298828125
317,288,111516.6298828125
318,312,120809.68237304688
319,288,111516.6298828125
320,288,111516.6298828125
321,288,111516.6298828125
322,288,111516.6298828125
323,312,120809.68237304688
324,288,111516.6298828125
325,288,111516.6298828125
326,288,111516.6298828125
327,288,111516.6298828125
328,312,120809.68237304688
329,288,111516.6298828125
330,288,111516.6298828125
331,264,111349.89953613281
332,264,111349.89953613281
333,264,111349.89953613281
334,264,111349.89953613281
335,264,111349.89953613281
336,264,111349.89953613281
337,288,121472.61767578125
338,264,111349.89953613281
339,264,111349.89953613281
340,264,111349.89953613281
341,264,111349.89953613281
342,264,111349.89953613281
343,264,111349.89953613281
344,264,111349.89953613281
345,264,111349.89953613281
346,264,111349.89953613281
347,264,111349.89953613281
348,264,111349.89953613281
349,264,111349.89953613281
350,288,121472.61767578125
351,264,111349.89953613281
352,264,111349.89953613281
353,264,111349.89953613281
354,264,111349.89953613281
355,264,111349.89953613281
356,264,111349.89953613281
357,264,111349.89953613281
358,264,111349.89953613281
359,264,111349.89953613281
360,264,111349.89953613281
361,264,111349.89953613281
362,264,111349.89953613281
363,288,121472.61767578125
364,264,111349.89953613281
365,264,111349.89953613281
366,264,111349.89953613281
367,264,111349.89953613281
368,264,111349.89953613281
369,264,111349.89953613281
370,264,111349.89953613281
371,264,111349.89953613281
372,264,111349.89953613281
373,264,111349.89953613281
374,264,111349.89953613281
375,264,111349.89953613281
376,288,121472.61767578125
377,264,111349.89953613281
378,264,111349.89953613281
379,264,111349.89953613281
380,264,111349.89953613281
381,264,111349.89953613281
382,264,111349.89953613281
383,264,111349.89953613281
384,264,111349.89953613281
385,264,111349.89953613281
386,264,111349.89953613281
387,264,111349.89953613281
388,264,111349.89953613281
389,288,121472.61767578125
390,264,111349.89953613281
391,264,111349.89953613281
392,264,111349.89953613281
393,264,111349.89953613281
394,264,111349.89953613281
395,264,111349.89953613281
396,240,109246.38488769531
397,264,120171.02337646484
398,240,109246.38488769531
399,240,109246.38488769531
400,240,109246.38488769531
401,264,120171.02337646484
402,240,109246.38488769531
403,240,109246.38488769531
404,264,120171.02337646484
405,240,109246.38488769531
406,240,109246.38488769531
407,240,109246.38488769531
408,264,120171.02337646484
409,240,109246.38488769531
410,240,109246.38488769531
411,264,120171.02337646484
412,240,109246.38488769531
413,240,109246.38488769531
414,240,109246.38488769531
415,264,120171.02337646484
416,240,109246.38488769531
417,240,109246.38488769531
418,264,120171.02337646484
419,240,109246.38488769531
420,240,109246.38488769531
421,240,109246.38488769531
422,264,120171.02337646484
423,240,109246.38488769531
424,240,109246.38488769531
425,264,120171.02337646484
426,240,109246.38488769531
427,240,109246.38488769531
428,240,109246.38488769531
429,264,120171.02337646484
430,240,109246.38488769531
431,240,109246.38488769531
432,264,120171.02337646484
433,240,109246.38488769531
434,240,109246.38488769531
435,240,109246.38488769531
436,264,120171.02337646484
437,240,109246.38488769531
438,240,109246.38488769531
439,264,120171.02337646484
440,240,109246.38488769531
441,240,109246.38488769531
442,240,109246.38488769531
443,264,120171.02337646484
444,240,109246.38488769531
445,240,109246.38488769531
446,264,120171.02337646484
447,240,109246.38488769531
448,240,109246.38488769531
449,240,109246.38488769531
450,264,120171.02337646484
451,240,109246.38488769531
452,240,109246.38488769531
453,264,120171.02337646484
454,240,109246.38488769531
455,240,109246.38488769531
456,240,109246.38488769531
457,264,120171.02337646484
458,240,109246.38488769531
459,240,109246.38488769531
460,264,120171.02337646484
461,240,109246.38488769531
462,240,109246.38488769531
463,240,109246.38488769531
464,264,120171.02337646484
465,240,109246.38488769531
466,240,116966.14990234375
467,216,105269.53491210938
468,240,116966.14990234375
469,216,105269.53491210938
470,240,116966.14990234375
471,240,116966.14990234375
472,216,105269.53491210938
473,240,116966.14990234375
474,216,105269.53491210938
475,240,116966.14990234375
476,240,116966.14990234375
477,216,105269.53491210938
478,240,116966.14990234375
479,216,105269.53491210938
480,240,116966.14990234375
481,240,116966.14990234375
482,216,105269.53491210938
483,240,116966.14990234375
484,216,105269.53491210938
485,240,116966.14990234375
486,240,116966.14990234375
487,216,105269.53491210938
488,240,116966.14990234375
489,216,105269.53491210938
490,240,116966.14990234375
491,240,116966.14990234375
492,216,105269.53491210938
493,240,116966.14990234375
494,216,105269.53491210938
495,240,116966.14990234375
496,240,116966.14990234375
497,216,105269.53491210938
498,240,116966.14990234375
499,216,105269.53491210938
500,240,116966.14990234375
501,240,116966.14990234375
502,216,105269.53491210938
503,240,116966.14990234375
504,216,105269.53491210938
505,240,116966.14990234375
506,240,116966.14990234375
507,216,105269.53491210938
508,240,116966.14990234375
509,216,105269.53491210938
510,240,116966.14990234375
511,240,116966.14990234375
512,216,105269.53491210938
513,240,116966.14990234375
514,216,105269.53491210938
515,240,116966.14990234375
516,240,116966.14990234375
517,216,105269.53491210938
