basin_idx,id,name,prefix,centroid_lat,centroid_lon,area_km2,n_cells,continent,exclude_reason,below_resolution,glaciated,n_tiles,n_eff_tiles,contamination,contamination_all,max_tile_fill_land,mascon_area_km2,n_tiles_fp,n_eff_tiles_fp,contamination_fp,contamination_all_fp,max_tile_fill_land_fp,mascon_area_km2_fp,geometry_product,land_mask_source,area_ratio
46,1030023310,C_West_Africa_Coast,C,8.892885208129883,-8.912860870361328,855164.875,1119,africa,keep,False,False,19,11.416648849161142,0.17042768183333445,0.32667428720793307,1.0,855164.9103393555,26,11.880736236104733,0.16503536298660676,0.21180408833782827,1.0,855164.9103393555,jpl,jpl_land_mask,1.0000000413246106
47,1030027410,R_Senegal_River,R,15.055135726928711,-10.95368480682373,457495.84375,612,africa,keep,False,False,10,6.538778896923967,0.3664660371585748,0.3703738073168225,0.9860316803192979,457495.8302001953,10,6.538778896923968,0.36603395420674867,0.36646603715857473,0.9860316803192979,457495.8302001953,jpl,jpl_land_mask,0.9999999703826715
48,1030027430,C_North_West_Africa_Coast,C,25.009010314941406,-11.437515258789062,832119.0625,1193,africa,keep,False,False,18,11.442352749913795,0.22439511684927935,0.3608938013314559,1.0,832119.0982055664,28,11.77740501618647,0.21876627865097126,0.2599201500814412,1.0,832119.0982055664,jpl,jpl_land_mask,1.0000000429092037
49,1030029810,C_Southwest_Mediterranean_Coast,C,35.3536376953125,2.8848717212677,296790.0625,470,africa,keep,False,False,10,5.992918681204611,0.34476548783285493,0.5404011020326968,1.0,296790.0872192383,16,7.08237256573754,0.37113819796814584,0.4721921045732448,1.0,296790.0872192383,jpl,jpl_land_mask,1.000000083288632
50,1030031860,C_South_Mediterranean_Coast,C,30.946731567382812,16.09575080871582,282865.53125,426,africa,keep,False,False,11,5.759754523969567,0.40402080780311433,0.5625627693047528,1.0,282865.52947998047,19,6.050147779859065,0.37051016139529613,0.435534240835542,1.0,282865.52947998047,jpl,jpl_land_mask,0.9999999937425408
51,1030034170,C_West_Nile_Delta,C,30.55795669555664,30.14198875427246,20673.873046875,31,africa,keep,True,False,1,1.0,0.7974700632650557,0.8165132173125977,0.20252993673494435,20673.873107910156,2,1.1364311041665445,0.7584773637577487,0.8145893117308185,1.0,20673.873107910156,jpl,jpl_land_mask,1.0000000029522846
52,1030034260,R_Nile_River,R,11.534171104431152,31.847883224487305,3062504.25,4071,africa,keep,False,False,46,32.60568869423664,0.1770003505959593,0.18298963283815584,1.0,3062504.2338867188,46,32.60568869423664,0.17630133836773526,0.17700035059595928,1.0,3062504.2338867188,jpl,jpl_land_mask,0.9999999947385277
53,1030034270,C_East_Nile_Delta,C,30.812740325927734,31.45334815979004,19289.41015625,29,africa,keep,True,False,3,2.128323714660104,0.8772446631654276,0.919554937848107,1.0,19289.40789794922,4,2.265799446131908,0.8705332383849341,0.9146866477645195,1.0,19289.40789794922,jpl,jpl_land_mask,0.9999998829253584
54,1030035180,C_Madagascar,C,-19.17742919921875,46.77520751953125,611052.1875,837,africa,keep,False,False,13,7.73132858128376,0.003466096415496646,0.28427051599689934,1.0,611052.155090332,23,8.197829003291263,0.0,0.09523199741273258,1.0,611052.155090332,jpl,jpl_land_mask,0.9999999469608838
55,1030040190,E_Lower_Lake_Chad,E,11.152617454528809,16.887977600097656,1125897.125,1483,africa,keep,False,False,20,13.081750738467147,0.24102002603203201,0.24102002603203201,1.0,1125897.2106323242,20,13.081750738467147,0.24102002603203204,0.24102002603203204,1.0,1125897.2106323242,jpl,jpl_land_mask,1.0000000760569703
56,1030040200,E_South_Interior_Africa,E,-19.246938705444336,20.512516021728516,865424.625,1185,africa,keep,False,False,18,10.848179236333834,0.2871930357355242,0.2872284129630842,1.0,865424.6998901367,18,10.848179236333833,0.28684036965303017,0.2871930357355242,1.0,865424.6998901367,jpl,jpl_land_mask,1.0000000865357128
57,1030040210,E_Upper_Lake_Chad,E,18.530920028686523,15.589140892028809,1353182.375,1845,africa,keep,False,False,22,15.187949840449159,0.21412905560491624,0.21412905560491624,1.0,1353182.4104003906,22,15.187949840449159,0.21412905560491624,0.21412905560491624,1.0,1353182.4104003906,jpl,jpl_land_mask,1.0000000261608422
58,1030040220,E_Libyian_Desert,E,26.2124080657959,17.569135665893555,1124732.75,1621,africa,keep,False,False,20,12.082017628290684,0.17278378674698708,0.18773044647446918,1.0,1124732.6932373047,20,12.082017628290682,0.16968584269639786,0.17278378674698705,1.0,1124732.6932373047,jpl,jpl_land_mask,0.999999949532282
59,1030040250,E_Egyptian_Western_Desert,E,25.169008255004883,26.742637634277344,927035.0,1325,africa,keep,False,False,16,11.044414887756195,0.24096253218446795,0.24510227144484187,1.0,927034.9431152344,16,11.044414887756195,0.23928945962819412,0.24096253218446795,1.0,927034.9431152344,jpl,jpl_land_mask,0.9999999386379526
60,1030040260,E_Rift_Valley,E,5.223244667053223,37.59090042114258,578629.4375,754,africa,keep,False,False,19,10.397935100483535,0.49167679561904226,0.4967548355332256,0.8001668268200118,578629.4155273438,19,10.397935100483535,0.49151153959796795,0.49167679561904226,0.8001668268200118,578629.4155273438,jpl,jpl_land_mask,0.9999999620263768
61,1030040280,E_Northern_Kordofan,E,17.22397804260254,25.146631240844727,254361.15625,344,africa,keep,False,False,6,4.777527890006439,0.5274849262373829,0.5274849262373829,0.5599370843761613,254361.14587402344,6,4.777527890006439,0.5274849262373829,0.5274849262373829,0.5599370843761613,254361.14587402344,jpl,jpl_land_mask,0.9999999592077001
62,1030040300,E_Saharan_and_Algerian_Atlas,E,30.64778709411621,-1.768595814704895,788742.8125,1187,africa,keep,False,False,21,11.405210313837456,0.35740895924522714,0.36522995449436796,0.9706722640844435,788742.8723754883,21,11.405210313837456,0.3556868828981576,0.35740895924522714,0.9706722640844435,788742.8723754883,jpl,jpl_land_mask,1.000000075912563
63,1030040310,E_Sahara,E,24.56203269958496,-0.10175219923257828,2437994.0,3474,africa,keep,False,False,36,25.684769198834463,0.157623604958441,0.15898951364423666,1.0,2437994.1633911133,36,25.684769198834463,0.15749760820291656,0.15762360495844097,1.0,2437994.1633911133,jpl,jpl_land_mask,1.000000067018669
64,1030040370,E_Lake_Rukwa_Basin,E,-7.73997163772583,32.36717224121094,77505.734375,101,africa,keep,True,False,4,2.216643724877974,0.6974241457607105,0.6974241457607105,0.3896519513855237,77505.73126220703,4,2.216643724877974,0.6974241457607105,0.6974241457607105,0.3896519513855237,77505.73126220703,jpl,jpl_land_mask,0.9999999598379011
65,2030000010,C_East_Mediterranean_Coast,C,36.52043533325195,32.11308670043945,330882.1875,533,asia,keep,False,False,14,7.00422741607174,0.3628830939081095,0.5815369823627409,1.0,330882.2049560547,21,7.420793051240295,0.3732309396310493,0.44421023349153627,1.0,330882.2049560547,jpl,jpl_land_mask,1.0000000527561028
66,2030003440,C_South_Black_Sea_Coast,C,40.133785247802734,35.27177429199219,359180.5,607,europe,keep,False,False,10,5.894817079324494,0.2702529064014969,0.45806134307612695,1.0,359180.4600830078,14,6.131552275417195,0.28030956450409483,0.3187825208453789,1.0,359180.4600830078,jpl,jpl_land_mask,0.999999888866483
67,2030005690,C_East_Azov_Sea_Northeast_Black_Sea_Coast,C,45.121726989746094,39.69782257080078,113622.0,208,europe,keep,False,False,6,2.016251476410892,0.3891595448636556,0.5187929638906396,0.7511436285567925,113621.99884033203,9,2.2093533077339207,0.45225290848756516,0.4763568824400507,1.0,113621.99884033203,jpl,jpl_land_mask,0.9999999897936318
68,2030006590,R_Don_River,R,49.751434326171875,41.115577697753906,439711.84375,881,europe,keep,False,False,9,6.407511972962484,0.3731388202904236,0.37866048263362656,0.9820335269154169,439711.83865356445,9,6.407511972962484,0.37304431852212183,0.3731388202904236,0.9820335269154169,439711.83865356445,jpl,jpl_land_mask,0.9999999884096014
69,2030006600,C_Crimea_West_Azov_Sea_Coast,C,46.28525924682617,35.1673583984375,94162.234375,176,europe,keep,False,False,4,3.565377161224252,0.4140445178764359,0.7689048520143842,1.0,94162.23248291016,7,5.04182418661045,0.49222789545343953,0.5929176898677528,0.9476265365731071,94162.23248291016,jpl,jpl_land_mask,0.9999999799060647
70,2030007930,R_Dnieper_River,R,51.23007583618164,31.480995178222656,510859.21875,1056,europe,keep,False,False,13,6.46180060376127,0.29355437664956063,0.29416451187952053,1.0,510859.2255859375,13,6.461800603761271,0.2935486380889209,0.2935543766495607,1.0,510859.2255859375,jpl,jpl_land_mask,1.000000013381255
71,2030007940,C_Greater_Dniester_Basin,C,48.228153228759766,28.64737892150879,165012.75,320,europe,keep,False,False,7,2.793433647626083,0.4714219481212213,0.4726970107785077,0.8087932980837278,165012.75805664062,9,2.7961122957724607,0.46703428287468807,0.4722037596940604,0.8165541829934934,165012.75805664062,jpl,jpl_land_mask,1.0000000488243521
72,2030008490,R_Danube_River,R,46.304603576660156,20.33920669555664,800229.75,1498,europe,keep,False,False,16,9.256205133380128,0.20555980291806206,0.23203467837594471,1.0,800229.7272338867,16,9.256205133380128,0.2024727272879207,0.20555980291806203,1.0,800229.7272338867,jpl,jpl_land_mask,0.9999999715505288
73,2030008500,C_West_Black_Sea_Coast,C,43.19564437866211,27.758071899414062,27089.95703125,48,europe,keep,True,False,3,1.7774982318245278,0.8317368787253958,0.863385259208505,0.20958877390182268,27089.95751953125,5,1.971543117228536,0.798597844575764,0.8432538876594505,0.7529764916793579,27089.95751953125,jpl,jpl_land_mask,1.000000018024438
74,2030009230,C_Balkan_Peninsula_and_Adriatic_Coast,C,41.0028190612793,22.09043312072754,328025.6875,562,europe,keep,False,False,10,5.644568192104005,0.2271648066991193,0.48378562382110046,1.0,328025.69079589844,19,6.5742938473407815,0.28339851824424733,0.37935239835067813,1.0,328025.69079589844,jpl,jpl_land_mask,1.000000010047684
76,2030012730,C_Po_River_and_East_Italy_Coast,C,44.14605712890625,12.010080337524414,180304.53125,325,europe,keep,False,False,7,3.3669327008325496,0.3835146409671432,0.5394729143899156,0.8921514055217762,180304.52850341797,12,3.5703585208299793,0.40124520072947745,0.4557410868310897,0.8847504148651111,180304.52850341797,jpl,jpl_land_mask,0.9999999847669828
77,2030014550,C_West_Italy_Coast,C,41.67490005493164,13.229246139526367,102275.0703125,177,europe,keep,False,False,6,3.97634255135959,0.33497521177328415,0.771055874481136,1.0,102275.07373046875,12,5.741232518057117,0.4481112490344338,0.5704975984988373,1.0,102275.07373046875,jpl,jpl_land_mask,1.0000000334193733
78,2030016230,C_Northwest_Mediterranean_Coast,C,42.14854431152344,1.569547176361084,335345.25,586,europe,keep,False,False,11,6.1931406933074395,0.3829782075853348,0.5086995232160268,1.0,335345.26251220703,17,6.834249809027285,0.40088396040666663,0.4592883753350799,1.0,335345.26251220703,jpl,jpl_land_mask,1.0000000373114186
79,2030018240,C_Iberian_Atlantic_Coast,C,40.14402770996094,-5.723358631134033,413294.96875,699,europe,keep,False,False,10,5.334015489393724,0.17687570670554614,0.3127078691288642,1.0,413294.92852783203,13,5.750928858483684,0.1706086271860042,0.20104763393244968,1.0,413294.92852783203,jpl,jpl_land_mask,0.9999999026792702
80,2030020320,C_West_Continental_Europe,C,48.849056243896484,5.234267234802246,879398.125,1732,europe,keep,False,False,18,10.595056174508903,0.16564941477372408,0.2668805078188257,1.0,879398.026550293,23,11.324721641363322,0.1743779526243069,0.20524452753309386,1.0,879398.026550293,jpl,jpl_land_mask,0.999999888048764
81,2030024230,C_Denmark_Germany_Coast,C,55.269378662109375,10.729411125183105,112410.109375,255,europe,keep,False,False,4,3.525196455065951,0.3795922682511652,0.7147589126895346,1.0,112410.1167602539,8,5.999714694434216,0.4108957793205922,0.6187018363445224,0.9276469076169231,112410.1167602539,jpl,jpl_land_mask,1.000000065699197
82,2030026030,C_South_Baltic_Coast,C,54.15943145751953,22.931365966796875,696030.8125,1543,europe,keep,False,False,18,8.79790059499373,0.21444569475607148,0.291773855163176,1.0,696030.8114318848,24,9.107451422533147,0.2169241872332588,0.23457398631274123,1.0,696030.8114318848,jpl,jpl_land_mask,0.9999999984654196
83,2030028220,C_Neva_River_Finland_Coast,C,62.06149673461914,29.044687271118164,532684.4375,1482,europe,keep,False,False,13,7.90627522808633,0.3117386855216237,0.4059515798493493,0.952930538685253,532684.4507751465,17,8.207263501899996,0.317951185870237,0.33952393504754097,0.9640026519219514,532684.4507751465,jpl,jpl_land_mask,1.0000000249212209
84,2030030090,C_Sweden_Coast,C,62.442989349365234,16.424589157104492,484086.40625,1374,europe,keep,False,False,14,5.9660329441959306,0.17466146815507302,0.2904895817056483,1.0,484086.4128417969,22,6.375726114112942,0.18586114768470915,0.21595335330844806,1.0,484086.4128417969,jpl,jpl_land_mask,1.000000013616984
85,2030033480,C_Norway_Coast,C,62.25550079345703,9.84280776977539,246138.140625,689,europe,keep,False,False,10,3.8589622051205983,0.1851087587209976,0.43936368926446,1.0,246138.13903808594,17,4.15794813542372,0.19431828962529699,0.281120673570533,1.0,246138.13903808594,jpl,jpl_land_mask,0.9999999935527503
86,2030037990,C_West_Barents_Sea_Coast,C,67.25116729736328,31.935346603393555,378167.46875,1273,europe,keep,False,False,10,5.717373468734892,0.2625618801156848,0.42632308157032517,1.0,378167.48162841797,18,7.032259807225505,0.2906418372813942,0.33279656948974634,1.0,378167.48162841797,jpl,jpl_land_mask,1.0000000340548012
87,2030041390,C_East_Barents_Sea_Coast,C,64.14629364013672,49.87527847290039,1004636.5625,3003,europe,keep,False,False,16,11.888950847865402,0.1754651197857065,0.25461554857044844,1.0,1004636.6117248535,23,12.37068982334993,0.19008121063541925,0.21395240237863059,1.0,1004636.6117248535,jpl,jpl_land_mask,1.0000000489976728
88,2030046500,C_Sicily,C,37.72762680053711,14.177642822265625,34914.8515625,57,europe,keep,True,False,4,1.9417142050627507,0.03378739977168949,0.8451400763863622,1.0,34914.85021972656,6,3.5887287668219208,0.14648512363064106,0.48365500582202847,1.0,34914.85021972656,jpl,jpl_land_mask,0.9999999615414823
89,2030047500,C_Sardinia_and_Corsica,C,40.48616409301758,9.075053215026855,84190.1171875,143,europe,keep,True,False,3,2.0837731223867895,0.012744333215426581,0.6425932151375426,1.0,84190.11596679688,5,3.1130350841773367,0.0985118032235551,0.5605758406806595,1.0,84190.11596679688,jpl,jpl_land_mask,0.9999999855006364
90,2030048790,C_Great_Britain,C,53.88020706176758,-2.613974094390869,276127.28125,607,europe,keep,False,False,9,4.123709543966112,0.08489916350693055,0.4006423016873034,1.0,276127.28369140625,15,5.98096318676842,0.08232733580589705,0.24969914060237608,1.0,276127.28369140625,jpl,jpl_land_mask,1.0000000088415975
91,2030054200,C_Ireland,C,53.56654739379883,-7.68958044052124,74015.21875,161,europe,keep,True,False,3,1.3425030931700197,0.13517654894325148,0.5396329795095743,0.9072233546605575,74015.21765136719,5,1.5023130853469548,0.037033610181401354,0.22505298071048374,1.0,74015.21765136719,jpl,jpl_land_mask,0.9999999851566633
92,2030057170,C_Iceland,C,65.02053833007812,-19.043020248413086,114385.3828125,350,europe,keep,False,True,5,2.5311377886924826,0.01280971227421353,0.6000910354198323,1.0,114385.3735961914,9,3.231297886955866,0.0,0.20097524237767825,1.0,114385.3735961914,jpl,jpl_land_mask,0.9999999194275669
93,2030059510,C_Svalbard,C,78.96168518066406,19.435562133789062,97022.8046875,659,europe,keep,False,True,4,3.1048039166577377,0.0,0.7306440025984295,1.0,97022.8179321289,8,5.813640177714165,0.0,0.4193980228464312,1.0,97022.8179321289,jpl,jpl_land_mask,1.0000001365104725
94,2030062920,C_Novaya_Zemlya,C,74.09131622314453,58.345603942871094,93869.828125,448,asia,keep,False,True,5,3.1784786662847346,0.013721159386831376,0.7378125384777134,1.0,93869.82762145996,9,4.255053065563891,0.001607776881754992,0.22325458757557157,1.0,93869.82762145996,jpl,jpl_land_mask,0.9999999946357626
96,2030065840,C_East_Caspian_Sea_Coast,C,38.98503875732422,58.361183166503906,706300.6875,1176,asia,keep,False,False,17,8.552872987202377,0.26516399535023494,0.26516399535023494,1.0,706300.723449707,17,8.552872987202377,0.26516399535023494,0.26516399535023494,1.0,706300.723449707,jpl,jpl_land_mask,1.0000000508985871
97,2030066850,C_North_Caspian_Sea_Coast,C,48.40042495727539,53.8274040222168,763986.8125,1491,europe,keep,False,False,15,9.54289044504187,0.28174087378149176,0.28174087378149176,0.9667344828427685,763986.8055419922,15,9.542890445041868,0.2817408737814917,0.2817408737814917,0.9667344828427685,763986.8055419922,jpl,jpl_land_mask,0.9999999908925027
98,2030068680,R_Volga_River,R,55.84633255004883,47.36979293823242,1408949.375,3261,europe,keep,False,False,27,16.519178724172978,0.24338404064051916,0.24338404064051916,1.0,1408949.2390441895,27,16.519178724172978,0.24338404064051916,0.24338404064051916,1.0,1408949.2390441895,jpl,jpl_land_mask,0.999999903505539
99,2030068690,C_West_Caspian_Sea_Coast,C,40.759681701660156,46.47007369995117,576202.375,986,europe,keep,False,False,15,8.390161608929203,0.3762639459043677,0.38118211237590477,0.9384647487287171,576202.3927612305,15,8.390161608929203,0.37563407701779256,0.3762639459043677,0.9384647487287171,576202.3927612305,jpl,jpl_land_mask,1.0000000308246395
100,2030071190,C_North_Gulf_of_Oman_Coast,C,27.51263427734375,57.237030029296875,355618.8125,518,asia,keep,False,False,13,7.285289300827856,0.35162665807777593,0.5559847390321009,1.0,355618.8023071289,19,8.280567148062561,0.3722622742593108,0.44457795720845367,1.0,355618.8023071289,jpl,jpl_land_mask,0.9999999713376494
101,2030073570,R_Tigris_Euphrates_River,R,34.301055908203125,43.343482971191406,940210.625,1473,asia,keep,False,False,17,11.053741527345055,0.24557091872861564,0.25120825832098903,1.0,940210.6248779297,17,11.053741527345055,0.24462821398040618,0.24557091872861567,1.0,940210.6248779297,jpl,jpl_land_mask,0.9999999998701671
102,2030073580,C_South_Gulf_of_Oman_West_Arabian_Sea_Coast,C,23.240482330322266,53.53352355957031,332875.21875,469,asia,keep,False,False,18,10.095228583144397,0.5140476503723693,0.7091260013062848,0.9750748130025467,332875.23455810547,28,11.839612518264412,0.4845724344055497,0.5792967057656486,1.0,332875.23455810547,jpl,jpl_land_mask,1.0000000474895834
103,2030078740,C_East_Red_Sea_North_Gulf_of_Aden_Coast,C,19.81662940979004,42.26737594604492,581843.875,803,asia,keep,False,False,18,10.11840455362523,0.2909790622417876,0.4770768668490687,0.9998941207406806,581843.8922729492,26,10.996252461564351,0.30680594383649645,0.3722058844287021,1.0,581843.8922729492,jpl,jpl_land_mask,1.0000000296865705
104,2030085510,E_Rub_al_Khali_Desert,E,20.600332260131836,48.769920349121094,1270494.0,1754,asia,keep,False,False,19,14.216356190407025,0.1735554525374296,0.20278742292696442,1.0,1270494.1077270508,19,14.216356190407025,0.16853020467226315,0.17355545253742963,1.0,1270494.1077270508,jpl,jpl_land_mask,1.0000000847914676
105,2030085530,E_Farahrud_Helmand_Hamun_i_Mashkel,E,31.083477020263672,63.8124885559082,567806.625,857,asia,keep,False,False,12,6.78044893995435,0.26810196936370173,0.26810196936370173,0.9879323672960869,567806.5768432617,12,6.780448939954349,0.2681019693637017,0.2681019693637017,0.9879323672960869,567806.5768432617,jpl,jpl_land_mask,0.9999999151881359
106,2030085570,E_Central_Iran,E,32.415531158447266,55.568023681640625,821598.8125,1259,asia,keep,False,False,15,9.763027666488142,0.2516503565681685,0.2520408897543967,1.0,821598.8509521484,15,9.763027666488139,0.25048588477204947,0.2516503565681685,1.0,821598.8509521484,jpl,jpl_land_mask,1.0000000468016115
107,2030085580,E_North_Central_Arabia,E,27.356037139892578,43.16742706298828,549897.3125,800,asia,keep,False,False,10,7.198489802372917,0.2992474871398517,0.3244253868693132,1.0,549897.3145751953,10,7.198489802372917,0.29531789294852756,0.29924748713985166,1.0,549897.3145751953,jpl,jpl_land_mask,1.000000003773787
108,2030085720,E_Jordan_Northwest_Saudi_Arabia,E,30.825593948364258,37.11274337768555,227305.75,342,asia,keep,False,False,7,3.347222668836047,0.3594540533851492,0.39104109739827125,0.8743310324105458,227305.74725341797,7,3.3472226688360465,0.35546186236920685,0.3594540533851492,0.8743310324105458,227305.74725341797,jpl,jpl_land_mask,0.9999999879167948
109,3030000010,C_Yamal_Peninsula,C,69.67227172851562,70.39633178710938,140921.625,527,asia,keep,False,False,5,3.1118180642318585,0.4220450129895847,0.6016633004314932,1.0,140921.6375427246,10,4.313361203134117,0.482192839342441,0.5321082557238688,1.0,140921.6375427246,jpl,jpl_land_mask,1.0000000890049672
110,3030001840,R_Ob_River,R,55.872745513916016,75.04949951171875,3094179.75,7260,asia,keep,False,False,45,32.27501639985836,0.150700203306144,0.1510489541649563,1.0,3094179.7797851562,45,32.27501639985835,0.15069412439360236,0.150700203306144,1.0,3094179.7797851562,jpl,jpl_land_mask,1.000000009626188
111,3030001850,C_East_Ob_Bay_Coast,C,66.16099548339844,77.90296173095703,471574.84375,1521,asia,keep,False,False,9,7.253683397408004,0.3977590173757952,0.4228939850181676,1.0,471574.8570251465,12,7.647340916606701,0.4143906224964264,0.4225033887446201,1.0,471574.8570251465,jpl,jpl_land_mask,1.0000000281506671
112,3030003790,C_Gydan_Bay_Coast,C,70.09961700439453,81.06485748291016,101067.84375,385,asia,keep,False,False,5,2.420533797127445,0.6014725090758878,0.627904039125814,0.48813469173340984,101067.84162902832,7,2.5881988124151665,0.6129147207930064,0.6255837690860367,0.48813469173340984,101067.84162902832,jpl,jpl_land_mask,0.9999999790143769
