name,dm_stat,p,a_better,bh_threshold,significant,model,vs,horizon
E_Salinas_Grande_Mar_Chiquita,13.336939498422666,2.5644841180891064e-19,False,0.0014925373134328358,True,li_lstm_full,kalman_corr_top1,1
R_Saint_Lawrence_River,7.52494266193915,3.843223811970118e-10,False,0.0029850746268656717,True,li_lstm_full,kalman_corr_top1,1
C_East_Caspian_Sea_Coast,6.885930156081506,4.5551959430523385e-09,False,0.004477611940298508,True,li_lstm_full,kalman_corr_top1,1
R_Tigris_Euphrates_River,6.685259347545713,9.881501783274794e-09,False,0.005970149253731343,True,li_lstm_full,kalman_corr_top1,1
R_Ob_River,6.260768316983645,5.045055186905422e-08,False,0.007462686567164179,True,li_lstm_full,kalman_corr_top1,1
R_Orange_River,5.679072295334378,4.5793059923837384e-07,False,0.008955223880597015,True,li_lstm_full,kalman_corr_top1,1
R_Parana_River,4.999670277463169,5.625131792649875e-06,False,0.010447761194029851,True,li_lstm_full,kalman_corr_top1,1
E_Syr_Darya,4.7138824560509205,1.5667362178126954e-05,False,0.011940298507462687,True,li_lstm_full,kalman_corr_top1,1
C_North_Vietnam_South_China_Coast,4.526495305994034,3.0294977194192123e-05,False,0.013432835820895522,True,li_lstm_full,kalman_corr_top1,1
R_Mississippi_River,4.340961789167118,5.758096203806426e-05,False,0.014925373134328358,True,li_lstm_full,kalman_corr_top1,1
R_Dnieper_River,4.240679175963518,8.108920305243948e-05,False,0.016417910447761194,True,li_lstm_full,kalman_corr_top1,1
C_Thar_Desert_Sabarmati_River_Gulf_of_Cambay_Luni_Delta,4.122854415281605,0.00012069388775796288,False,0.01791044776119403,True,li_lstm_full,kalman_corr_top1,1
C_West_Australia_Coast,3.858775984125776,0.00028874543271216805,False,0.019402985074626868,True,li_lstm_full,kalman_corr_top1,1
E_Central_Iran,3.7846928014515497,0.0003669432695862559,False,0.020895522388059702,True,li_lstm_full,kalman_corr_top1,1
R_Mackenzie_River,3.721475356977372,0.0004493833873702253,False,0.02238805970149254,True,li_lstm_full,kalman_corr_top1,1
C_Deccan_Plateau_East_Indian_Subcontinent_Coast,3.601591245912586,0.0006568157444907071,False,0.023880597014925373,True,li_lstm_full,kalman_corr_top1,1
C_North_East_Siberian_Sea_Coast,3.476525489915068,0.0009690984066186546,False,0.02537313432835821,True,li_lstm_full,kalman_corr_top1,1
R_Saskatchewan_Nelson_Rivers,3.4598625507514824,0.0010200786909554016,False,0.026865671641791045,True,li_lstm_full,kalman_corr_top1,1
C_Kamchatka_Peninsula,-3.417965518466644,0.0011597468875530327,True,0.028358208955223882,True,li_lstm_full,kalman_corr_top1,1
