challenger,reference,horizon,skill_pct,ci_lo_pct,ci_hi_pct,dm_stat,dm_p
lstm_corr_top1_era5_s0,lstm_own_era5_s0,1,-0.95545490511022,-2.2131943022856437,0.045971279531124,1.540372365041861,0.1272736347395602
lstm_corr_top1_era5_s0,lstm_own_era5_s0,2,-0.931291592641248,-1.6130357842956626,-0.2913308937605103,2.730804016503,0.0077326152916719
lstm_corr_top1_era5_s0,lstm_own_era5_s0,3,-1.6662460434072155,-2.635321098822472,-0.807338624488935,3.766713495931312,0.0003124027979836
lstm_corr_top1_era5_s0,lstm_own_era5_s0,4,-1.492099193879293,-2.416219035423815,-0.7724799303442449,3.376879955547948,0.0011341025254814
lstm_corr_top1_era5_s0,lstm_own_era5_s0,5,-0.3395242372642215,-1.2130160128732714,0.4067119122175461,0.8088854030826482,0.4210104750962221
lstm_corr_top1_era5_s0,lstm_own_era5_s0,6,-0.3373895913193925,-1.3791521739116224,0.7475081916829286,0.5739505514775226,0.567652674924639
lstm_own_era5_s0,ridge_own_era5,1,2.399231545890923,1.145058679239346,4.026780885506884,-3.404154270372078,0.0010243278362492
lstm_own_era5_s0,ridge_own_era5,2,2.237832653733673,1.3042725126868004,3.079725296709938,-4.991340439071053,3.314438124457674e-06
lstm_own_era5_s0,ridge_own_era5,3,1.4578878495183356,0.298783332803518,2.8030258563257062,-2.267589027773392,0.0260179523344068
lstm_own_era5_s0,ridge_own_era5,4,0.7077963216303718,0.2338550804003114,1.3524860103783904,-2.4495624758381727,0.0164872149961776
lstm_own_era5_s0,ridge_own_era5,5,-0.1636500554832665,-0.8471731803727817,0.5980682088662425,0.4427750568113434,0.6591384714768448
lstm_own_era5_s0,ridge_own_era5,6,0.4427909476631297,-0.2204580183013421,1.014989336093357,-1.2953005526199002,0.1990371769880387
lstmres_corr_top1_hist12_s0,lstm_own_era5_s0,1,-0.2432688518154258,-1.0992714016652934,0.5784914241443209,0.5792124200242211,0.5640145788901273
lstmres_corr_top1_hist12_s0,lstm_own_era5_s0,2,-0.6476858068156011,-1.805462599069084,0.585481921970582,1.1211456993187925,0.2654984709994724
lstmres_corr_top1_hist12_s0,lstm_own_era5_s0,3,-1.4537386281909814,-2.835944136460681,-0.1543892608035103,1.9302054564165008,0.0570813786752191
