strategy,skill_pct,n_selected_mean,dm_stat,dm_p,setting
all,-0.5177167279919459,228.0,2.887506255519965,0.0049498546949298065,p3b_kalman
oracle,0.9652675623355034,101.0,-9.039548941827046,5.4418812516876504e-14,p3b_kalman
lofo_empirical,0.1453925655978794,101.4,-1.471704391427642,0.14488230812309158,p3b_kalman
rf_covariates,-0.002953976539354919,78.0,0.027108072472406857,0.9784386084080622,p3b_kalman
all,-0.4473176931834688,228.0,2.1510039906122427,0.034383336871936565,era5_ridge
oracle,1.3059971884111787,107.0,-10.56029698669764,5.103988903520436e-17,era5_ridge
lofo_empirical,0.39371721974660323,106.4,-3.133168787008817,0.0023898394339576974,era5_ridge
rf_covariates,0.047868317444454966,86.0,-0.3498867035880739,0.7273100068969447,era5_ridge
