name,dm_stat,p,a_better,bh_threshold,significant
C_Hokkaido,4.797826035404369,6.985759703826278e-06,False,0.0004385964912280702,True
C_Novaya_Zemlya,4.594864964010753,1.529984735257974e-05,False,0.0008771929824561404,True
C_East_Barents_Sea_Coast,-3.947974755229245,0.0001644377325026417,True,0.0013157894736842105,True
C_Southwest_Hudson_Bay_Coast,-3.8395091480185535,0.0002399399038364412,True,0.0017543859649122807,True
R_Yangtze_River,-3.802400871468943,0.0002726589998897482,True,0.0021929824561403508,True
C_West_Black_Sea_Coast,-3.7890778227325366,0.0002854128575701516,True,0.002631578947368421,True
R_Yukon_River,-3.710287544286883,0.0003732711953109781,True,0.0030701754385964912,True
E_Central_Iran,-3.686263431953905,0.00040482429356370413,True,0.0035087719298245615,True
C_Labrador_Sea_Coast,-3.664212677410122,0.00043600448317263995,True,0.003947368421052632,True
C_Malaysian_Peninsula_Coast,3.6184809845874817,0.0005080942555857116,False,0.0043859649122807015,True
C_Central_America_Gulf_of_Mexico_Caribbean_Coast,-3.532515632533142,0.0006752504886933978,True,0.004824561403508772,True
C_Japan,3.4491505064297487,0.0008860906247202761,False,0.005263157894736842,True
C_Somerset_Island,3.3546633159953925,0.001199733040386534,False,0.005701754385964913,True
C_Northeast_South_America_Coast,-3.283582332046834,0.00150160323890226,True,0.0061403508771929825,True
C_South_Zambezia_Coast,3.2666095244539806,0.0015835504302948117,False,0.006578947368421052,True
C_North_Gulf_of_Oman_Coast,-3.2342366315984714,0.0017515968119178567,True,0.007017543859649123,True
C_Yamal_Peninsula,-3.1293454359184723,0.0024177909397892117,True,0.007456140350877193,True
C_Northwest_Hudson_Bay_Coast,-3.1178874390872964,0.0025033923106368536,True,0.007894736842105263,True
C_Balkan_Peninsula_and_Adriatic_Coast,-3.0795601405888773,0.0028106749318283835,True,0.008333333333333333,True
C_East_Ob_Bay_Coast,-3.0537266626137107,0.0030371956201459232,True,0.008771929824561403,True
C_North_Argentina_South_Atlantic_Coast,-3.0436385897727227,0.003130168262832406,True,0.009210526315789473,True
R_Danube_River,-3.0038733332079883,0.003522970269934865,True,0.009649122807017544,True
R_Indus_River,-2.958858833850098,0.0040224663347255525,True,0.010087719298245614,True
C_Gydan_Bay_Coast,-2.8802718684788973,0.00505413147053125,True,0.010526315789473684,True
R_Yenisey_River,-2.798492978270826,0.006381864187359262,True,0.010964912280701754,True
E_Egyptian_Western_Desert,2.7289477252999887,0.007754712119209714,False,0.011403508771929825,True
C_Central_American_Pacific_Coast,-2.72630113579716,0.0078119217317058065,True,0.011842105263157895,True
C_Angola_Coast,-2.6432517762747056,0.009814700046560333,True,0.012280701754385965,True
C_Yenisey_Gulf_Coast,-2.5869358213544453,0.011426727432084243,True,0.012719298245614036,True
E_Badain_Jaran_Desert,-2.573323687750665,0.011850667344674763,True,0.013157894736842105,True
R_Rio_Grande_Rio_Bravo,-2.5357106295902603,0.013096906871760848,True,0.013596491228070176,True
C_Sardinia_and_Corsica,-2.5243685696779226,0.01349521097088258,True,0.014035087719298246,True
C_Uruguay_South_Brazil_Coast,-2.5045043790481416,0.014219117778777648,True,0.014473684210526317,True
E_Qinghai_Lake,-2.4968699497248332,0.014506490610931767,True,0.014912280701754385,True
C_Southhampton_Coats_Islands,-2.4670890456492063,0.0156779749199492,True,0.015350877192982457,False
E_Rift_Valley,-2.4437465667375897,0.016654683966000457,True,0.015789473684210527,False
C_Nigerian_Delta,2.3932455320796304,0.018956037522029293,False,0.0162280701754386,False
C_West_Continental_Europe,-2.357397642325779,0.020757319381816196,True,0.016666666666666666,False
