name,coupling,fold
E_Salinas_Grande_Mar_Chiquita,0.5597899146215238,f1
E_South_Interior_Africa,0.8172841714355028,f1
E_Syr_Darya,0.8347886080311148,f1
E_Tarim_He_Lop_Nur,0.7720104286596842,f1
E_Turpan_Pendi,0.4822313636037817,f1
E_Upper_Lake_Chad,0.8990610691211662,f1
R_Amazon_River,0.5264482789875098,f1
R_Amur_River,0.7052387593914499,f1
R_Colorado_River_Argentina,0.6727937358744005,f1
R_Colorado_River_of_the_West_North_America,0.6127683559616695,f1
R_Columbia_River,0.6875652858702008,f1
R_Congo_River,0.5564816399000767,f1
R_Danube_River,0.8696906260763935,f1
R_Dnieper_River,0.7720104286596842,f1
R_Don_River,0.82114957911553,f1
R_Ganges_Bramaputra_Basin,0.4063618236610424,f1
R_Indus_River,0.6227509964003834,f1
R_Lena_River,0.1971514924292398,f1
R_Limpopo_River,0.6890610971065897,f1
R_Mackenzie_River,0.5363916704401481,f1
R_Magdalena_River,0.9412185048923218,f1
R_Mekong_River,0.8961572985647639,f1
R_Mississippi_River,0.47263512826591436,f1
R_Murray_Darling_River,0.8953619778647413,f1
R_Niger_River,0.8507833081853412,f1
R_Nile_River,0.8129529064060539,f1
R_Ob_River,-0.09113523114752176,f1
R_Orange_River,0.6495652538972969,f1
R_Orinoco_River,0.6947392971351547,f1
R_Parana_River,0.5014708427503994,f1
R_Parnaiba_River,0.7253695042294781,f1
R_Rio_Grande_Rio_Bravo,0.6612307653396418,f1
R_Saint_Lawrence_River,0.2947091265937254,f1
R_Sao_Francisco_River,0.8374499498114619,f1
R_Saskatchewan_Nelson_Rivers,0.1867035618249432,f1
R_Senegal_River,0.7615348844888906,f1
R_Shebelli_Juba_Rivers,0.8703904273706685,f1
R_Tigris_Euphrates_River,0.7002232235386188,f1
R_Tocantins_River,0.6138232565471549,f1
R_Volga_River,0.5920948976124859,f1
R_Volta_River,0.9016464257174854,f1
R_Yangtze_River,0.7375676524800475,f1
R_Yellow_River_Huang_He,0.7937579073369749,f1
R_Yenisey_River,0.7408076078600886,f1
R_Yukon_River,0.5795489924911513,f1
R_Zambezi_River,0.5203352729542897,f1
C_Aleutians_South_Alaska_Coast,0.5457556971218439,f2
C_Amazon_River_Delta,0.9412185048923218,f2
C_Angola_Coast,0.2498192934843519,f2
C_Balkan_Peninsula_and_Adriatic_Coast,0.9412185048923218,f2
C_Banks_Island,0.9412185048923218,f2
C_Beaufort_Sea_Coast,0.9412185048923218,f2
C_Bight_of_Benin_Coast,0.902425059262038,f2
C_Bismark_Sea_Islands,0.19971246282126737,f2
C_Borneo,0.8201506108775839,f2
C_Buor_Khaya_Gulf_Coast,0.891227157664416,f2
C_California_and_Baja_California,0.8023928305785165,f2
C_Canadian_South_Arctic_Ocean_Coast,0.7924502702761823,f2
C_Capim_River_Delta,0.9250043267567927,f2
C_Carribean_Coast,0.8441166289984016,f2
C_Central_America_Gulf_of_Mexico_Caribbean_Coast,0.5983368310975401,f2
C_Central_American_Pacific_Coast,0.65921046512931,f2
C_Chao_Phraya_River_Gulf_of_Thailand_Coast,0.8124622959222589,f2
C_Chukchi_Peninsula,0.6661270592285901,f2
C_Churchill_Seal_Rivers,0.5833192348944225,f2
C_Columbia_Ecuador_Pacific_Coast,0.719026011757226,f2
C_Crimea_West_Azov_Sea_Coast,0.9412185048923218,f2
C_Cuba,0.7107061735468803,f2
C_Deccan_Plateau_East_Indian_Subcontinent_Coast,0.8845604778775972,f2
C_Denmark_Germany_Coast,0.15440196212962287,f2
C_East_Australia_Coast,0.9028894709632398,f2
C_East_Azov_Sea_Northeast_Black_Sea_Coast,0.9412185048923218,f2
C_East_Barents_Sea_Coast,0.7400889320239845,f2
C_East_Beaufort_Sea_Amundsen_Gulf_Coast,0.9412185048923218,f2
C_East_Brazil_South_Atlantic_Coast,0.7261784869971105,f2
C_East_Caspian_Sea_Coast,0.7547983475728657,f2
C_East_Central_Africa_Coast,0.6720351224632461,f2
C_East_China_Coast,0.7720104286596842,f2
C_East_Hudson_Bay_Coast,0.6829394234501882,f2
C_East_Mediterranean_Coast,0.6436880082558123,f2
C_East_Mississippi_Delta,0.9412185048923218,f2
C_East_Nile_Delta,0.9412185048923218,f2
C_East_Ob_Bay_Coast,0.9412185048923218,f2
C_East_Red_Sea_North_Gulf_of_Aden_Coast,0.9316710071434907,f2
C_East_Timor_Islands,0.17656181113686037,f2
C_Ellef_Ringnes_Bathurst_Devon_Islands,0.8137256560645076,f2
C_Ellesmere_Island,0.7786771068759988,f2
C_Great_Britain,0.8109228474996487,f2
C_Greater_Dniester_Basin,0.8623854333443068,f2
C_Gulf_of_Darien_Coast,0.9412185048923218,f2
C_Gulf_of_Guinea_Coast,0.7414160910850554,f2
C_Gydan_Bay_Coast,0.9412185048923218,f2
C_Hainan,0.29972424949668175,f2
C_Hispaniola,0.7107061735468803,f2
C_Hokkaido,0.7182253332288548,f2
C_Hub_Porali_Basin,0.9095561511208043,f2
C_Iberian_Atlantic_Coast,0.7143818141795383,f2
C_Iceland,0.4802074226741563,f2
C_India_West_Coast,0.8845604778775972,f2
C_Indian_Ocean_Africa_Coast,0.6861270892649042,f2
C_Ireland,0.6493455127797169,f2
C_Irrawaddy_Sittang_Salween_Basin,0.9412185048923218,f2
C_Japan,0.15645816020530842,f2
C_Java,0.5477650232320399,f2
C_Kamchatka_Peninsula,0.7014424193534778,f2
C_La_Plata_Delta,0.8014658771712891,f2
C_Labrador_Sea_Coast,0.7676346775525554,f2
C_Madagascar,0.05582587249440435,f2
C_Malaysian_Peninsula_Coast,0.16011606827116476,f2
C_Melville_Prince_Patrick_Islands,0.9412185048923218,f2
C_Namibia_Coast,0.8101839259806091,f2
C_Neva_River_Finland_Coast,0.743184390091314,f2
C_New_Brunswick_and_Nova_Scotia_Coast,0.47397361564260776,f2
C_New_Siberian_Islands,0.9412185048923218,f2
C_New_Zealand_North_Island,0.6102280621414454,f2
C_New_Zealand_South_Island,0.6102280621414454,f2
C_Nigerian_Delta,0.7414160910850606,f2
C_North_Argentina_South_Atlantic_Coast,0.80146587717129,f2
C_North_Australia_Coast,0.26432521728883174,f2
C_North_Baffin_Island_Coast,0.8137256560645091,f2
C_North_Brazil_South_Atlantic_Coast,0.9250043267567927,f2
C_North_Caspian_Sea_Coast,0.5184757408743231,f2
C_North_Chile_South_Pacific_Coast,0.6879233762197046,f2
C_North_East_Bay_of_Bengal_Coast,0.9412185048923218,f2
C_North_East_Siberian_Sea_Coast,0.9412185048923218,f2
C_North_Gulf_of_Oman_Coast,0.9412185048923218,f2
C_North_Korea_Bay_Korean_Peninsula,0.7612394866788359,f2
C_North_Siberia_Coast,0.8347749266576874,f2
C_North_St_Lawrence_Seaway_Coast,0.6829394234501899,f2
C_North_Vietnam_South_China_Coast,0.3625961468656642,f2
C_North_West_Africa_Coast,0.891227157664416,f2
C_Northeast_South_America_Coast,0.3600129532679166,f2
C_Northwest_Hudson_Bay_Coast,0.8228716265415591,f2
C_Northwest_Mediterranean_Coast,0.7143818141795383,f2
C_Norway_Coast,0.9412185048923218,f2
C_Novaya_Zemlya,-0.0252571309505815,f2
C_Olenyok_Delta,0.8347749266576874,f2
C_Oregon_Coast,0.8331574724660402,f2
