challenger,reference,horizon,skill_pct,ci_lo_pct,ci_hi_pct,dm_stat,dm_p
lstmres_corr_top1_ens,lstm_own_era5_ens,1,0.7508018260258598,0.39050699765952573,1.0936918115630665,-4.713534393592172,9.694342138404936e-06
lstmres_corr_top1_ens,lstm_own_era5_ens,2,1.7796163494407824,0.9051294195735489,2.5866267516362154,-4.237569567166563,5.88087128466854e-05
lstmres_corr_top1_ens,lstm_own_era5_ens,3,1.526277131636844,0.8453161901421067,2.1242713736529173,-4.492845420890402,2.310792399649927e-05
lstmres_corr_top1_ens,lstm_own_era5_ens,4,1.792381148404787,1.3701836973518233,2.300716767607652,-6.38408073539439,1.0525075272483073e-08
lstmres_corr_top1_ens,lstm_own_era5_ens,5,2.3963046012006384,1.925045862652511,2.9872352548747294,-6.364492415747243,1.1913692614184188e-08
lstmres_corr_top1_ens,lstm_own_era5_ens,6,2.6860496901144115,2.2741074136528967,3.182338472504727,-7.36907591061272,1.5517629531005758e-10
lstmres_corr_top1_ens,lstmres_own_ens,1,2.2316721253506477,1.5481089706555757,3.0370165195011465,-5.75739029967273,1.397053611955061e-07
lstmres_corr_top1_ens,lstmres_own_ens,2,2.199321176415947,1.298018585209417,3.092815445071217,-4.896951648157667,4.812428504553994e-06
lstmres_corr_top1_ens,lstmres_own_ens,3,2.97143523439638,2.069560409703059,3.9657236193821306,-5.533542878201209,3.7531725312656895e-07
lstmres_corr_top1_ens,lstmres_own_ens,4,3.6095922402454628,2.9734203572062445,4.484113547489725,-7.157223588041688,3.5335216519990707e-10
lstmres_corr_top1_ens,lstmres_own_ens,5,3.7203305243352136,3.1244762503386463,4.539335743868833,-7.0011961058003225,7.433391480978387e-10
lstmres_corr_top1_ens,lstmres_own_ens,6,4.178455221781596,3.6644869647947553,4.889447563589556,-8.613606595183462,6.069331958067607e-13
lstmres_own_ens,lstm_own_era5_ens,1,-1.5146728306772772,-2.3340645994612386,-0.8846191067538485,4.2288163106846515,6.0107619831260474e-05
lstmres_own_ens,lstm_own_era5_ens,2,-0.42914306119719026,-0.8400774509224473,-0.10392410487551215,2.438250351684628,0.01691906710940334
lstmres_own_ens,lstm_own_era5_ens,3,-1.4894151080670603,-2.027618991837755,-1.1131439621130679,5.587536984046201,3.000619800226079e-07
lstmres_own_ens,lstm_own_era5_ens,4,-1.885261338835642,-2.358304962086085,-1.5292662141238533,6.912681232984781,1.043637581397309e-09
lstmres_own_ens,lstm_own_era5_ens,5,-1.375187441279313,-1.7244390623975399,-1.0937625700511937,6.638497320587249,3.638509553982167e-09
lstmres_own_ens,lstm_own_era5_ens,6,-1.5574843164148477,-1.9255281632816736,-1.278502576708439,8.394799888007993,1.6142500320892706e-12
lstmres_corr_top1_ens,ridge_corr_top1_era5,1,3.8192786582191274,2.4587234816659134,5.505727737844004,-5.242552277151947,1.1848972382085935e-06
lstmres_corr_top1_ens,ridge_corr_top1_era5,2,4.6170322255239205,3.422596643487169,5.709731426278797,-8.581835513480314,4.887793457214797e-13
lstmres_corr_top1_ens,ridge_corr_top1_era5,3,3.9117906717965445,2.7874247494071946,5.26725795452668,-6.158713898067605,2.6812746134264653e-08
lstmres_corr_top1_ens,ridge_corr_top1_era5,4,3.537932890486839,2.8148066311204905,4.671046483429634,-7.353681499942337,1.4728809191357583e-10
lstmres_corr_top1_ens,ridge_corr_top1_era5,5,3.4222688767891585,2.7860478608116046,4.33476227399572,-7.697779431729131,3.373823806764843e-11
lstmres_corr_top1_ens,ridge_corr_top1_era5,6,3.8875363498077964,3.2326205236543024,4.737053788717889,-8.783461988560992,2.840124683073517e-13
lstm_corr_top1_era5_ens,lstm_own_era5_ens,1,-0.5265366742497113,-1.5111347957816152,0.2565578444861253,1.1829154949467073,0.2402199871466893
lstm_corr_top1_era5_ens,lstm_own_era5_ens,2,-0.8083771337791035,-1.3350043880682594,-0.389238826635831,3.4265456618316747,0.0009579245427318169
lstm_corr_top1_era5_ens,lstm_own_era5_ens,3,-1.269164361891706,-1.9259268931252398,-0.6985754416904251,4.198760157735194,6.841625163860918e-05
lstm_corr_top1_era5_ens,lstm_own_era5_ens,4,-0.8951639155460933,-1.8484610855705474,-0.22029702765161088,2.095421170917994,0.03929616590935492
lstm_corr_top1_era5_ens,lstm_own_era5_ens,5,-0.3865078422990331,-1.160616515113622,0.23339375735623885,1.079660092889993,0.28357882275056173
lstm_corr_top1_era5_ens,lstm_own_era5_ens,6,0.3466863153230193,-0.9321853888932896,1.4806750666747188,-0.5200794204622078,0.6044812192698993
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,1,-0.20472898781012105,-1.203661598668131,0.7479234776450735,0.439789306960191,0.6612327515565212
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,2,-0.034339094272151094,-1.0980360589893368,1.04812340415132,0.06552382081233336,0.9479164255989864
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,3,-0.6650711218130656,-2.1321608033557102,0.7561761470376493,0.8670070017884055,0.3884993402893174
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,4,-0.5284610602891204,-1.7639571625733117,0.450132727538961,0.8638405916253794,0.39025809145442203
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,5,-0.366595907910483,-1.3661913987936292,0.6532910869871256,0.6476606118555601,0.5190822678659006
lstmres_corr_top1_hist12_ens,lstm_own_era5_ens,6,-0.979491279327549,-1.8481022861293974,-0.13780142825942823,1.8438863880115282,0.06899727927946886
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,1,-0.9627592276977515,-1.8811092161654097,-0.1389140419058945,2.2274586438990105,0.028623243934164183
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,2,-1.8468217861645542,-3.0117491265869094,-0.7015129265433374,3.194395866165469,0.001989100873053467
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,3,-2.2253126921780275,-3.8060442954182796,-0.8071813320365342,2.6217932044440797,0.010445286208679967
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,4,-2.363199755612655,-3.9728076089884157,-1.2351798479590181,2.940611269640215,0.004281725307162118
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,5,-2.8307335063720407,-4.222679143577173,-1.612401820414782,3.4430848057388905,0.0009227328119008213
lstmres_corr_top1_hist12_ens,lstmres_corr_top1_ens,6,-3.7667168558767283,-5.057553751802693,-2.724239132472546,4.675117765034707,1.209909622359979e-05
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,1,1.2610368275945971,0.7295363734984464,1.9251865849267156,-4.422918562423798,2.9317427336362244e-05
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,2,2.0017385398804044,1.1189755934784265,2.805409642089997,-4.67390585527378,1.1456961836741042e-05
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,3,1.8441419056806074,1.1156034311931098,2.545710810593891,-4.782572508038687,7.643992455192636e-06
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,4,1.9463837773978088,1.4648749402961005,2.4963322522523335,-6.222555760264005,2.111567921779086e-08
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,5,2.8327811353095145,2.295745456028903,3.478560175360684,-6.770561329201255,2.0451654263006824e-09
lstmres_oof_corr_top1_ens,lstm_own_era5_ens,6,2.9159703596507214,2.468569962215746,3.4789215095011943,-7.396635732351136,1.3737508027955515e-10
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,1,0.5140948349772412,0.14125090640933452,0.9251835734405696,-2.6155877629067628,0.010578857840121896
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,2,0.2261467347041468,0.08750694641104256,0.3657121859527734,-3.204047046739186,0.0019308493995989868
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,3,0.3227914663779696,0.12750543790524482,0.5474039625759274,-2.7459161781655803,0.007432132312537342
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,4,0.15681332140405901,0.032228540311472764,0.2924970541192164,-2.2331423543077147,0.028333251888791103
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,5,0.4471926317189956,0.33917429134740634,0.5552068733556088,-7.067796531979755,5.542472323649972e-10
lstmres_oof_corr_top1_ens,lstmres_corr_top1_ens,6,0.23626691630969088,0.1114032721088462,0.3803595776620641,-3.1470528453460127,0.002335982072966519
lstmres_oof_own_ens,lstm_own_era5_ens,1,-0.34286155649898564,-0.7626183926021257,-0.01523105994746412,1.914265345134242,0.05903223166674234
lstmres_oof_own_ens,lstm_own_era5_ens,2,-0.3581213378078374,-0.7442639548887459,-0.06828821735519804,2.3703263869351687,0.02011970519348419
lstmres_oof_own_ens,lstm_own_era5_ens,3,-1.6672409781718356,-2.1946887692538173,-1.2705625084076135,6.60120738835753,3.924322791010344e-09
lstmres_oof_own_ens,lstm_own_era5_ens,4,-1.774233039603823,-2.3872181325034374,-1.3217145913065627,5.081394008661032,2.4044613250893986e-06
