model,horizon,n,rmse_std,damped_ref,skill_vs_damped,dm_stat_vs_damped,dm_p_vs_damped
kalman_own_ridge,4,18468,0.9969605266268762,damped_persistence_reg,0.032538208319210615,-4.9486116465238466,4.064703127804784e-06
kalman_corr_top1,4,18468,1.0026282538369933,damped_persistence_reg,0.02150688721852001,-3.6018712264365154,0.0005467546901898047
climatology_zero,5,18240,1.5178810321708756,damped_persistence_reg,-0.9498300140920013,22.0277792769238,1.809674344346941e-35
persistence,5,18240,1.0985744691569415,damped_persistence_reg,-0.02136339039173052,0.7621769707360712,0.44822400880847174
damped_persistence_rho,5,18240,1.1604230466199894,damped_persistence_reg,-0.1396040249802779,9.78473927269281,2.882330026049155e-15
damped_persistence_reg,5,18240,1.087024564386729,damped_persistence_reg,0.0,,
ridge_own_lags,5,18240,1.09284097765026,damped_persistence_reg,-0.010730161186012221,1.3621592433584095,0.1770189639021158
ridge_own_plus_indices,5,18240,1.0897642492169923,damped_persistence_reg,-0.005047056719005738,0.4780861314046687,0.6339092295849617
ridge_own_perbasin,5,18240,1.0958176963805013,damped_persistence_reg,-0.016243784869307998,1.764768264261183,0.08146768269582431
kalman_ar1,5,18240,1.074136070898854,damped_persistence_reg,0.023572762914561785,-4.103399264636057,9.83111573853587e-05
kalman_own_ridge,5,18240,1.0678062360157128,damped_persistence_reg,0.03504693697465444,-6.419578362746381,9.39613380742649e-09
kalman_corr_top1,5,18240,1.0739925828287988,damped_persistence_reg,0.02383361683356311,-5.33116428609043,9.012537093176989e-07
climatology_zero,6,18012,1.5359311619989882,damped_persistence_reg,-0.7552305115606925,22.46246699634635,8.476421311085641e-36
persistence,6,18012,1.1568366240064714,damped_persistence_reg,0.004285767136878338,-0.15693271832500366,0.8757033802013621
damped_persistence_rho,6,18012,1.2278684227884513,damped_persistence_reg,-0.12174545270899917,8.831594888568311,2.290315413312063e-13
damped_persistence_reg,6,18012,1.1593235869686604,damped_persistence_reg,0.0,,
ridge_own_lags,6,18012,1.1646147992247444,damped_persistence_reg,-0.009148933046178698,1.0136178130691957,0.3138991081964937
ridge_own_plus_indices,6,18012,1.1627251133636811,damped_persistence_reg,-0.005876731184767836,0.492755529804157,0.623569636431586
ridge_own_perbasin,6,18012,1.1712199944566042,damped_persistence_reg,-0.02062831319690628,1.9203725348124048,0.05846613128459878
kalman_ar1,6,18012,1.1315158403692906,damped_persistence_reg,0.0473970271495846,-7.4939784558255855,8.928548471268667e-11
kalman_own_ridge,6,18012,1.1345534854424566,damped_persistence_reg,0.0422754835209761,-9.058890909195405,8.295492378976623e-14
kalman_corr_top1,6,18012,1.1417817286791887,damped_persistence_reg,0.030033278972897093,-7.639377283861677,4.684794514843409e-11
