name,dm_stat,p,a_better,bh_threshold,significant
C_Ziya_He_Interior_Coast,3.4628026153320364,0.0008521370073127641,False,0.0004273504273504274,False
C_Yellow_Sea_Coast,2.7840370309321854,0.006663789002400686,False,0.0008547008547008548,False
C_North_Vietnam_South_China_Coast,2.654296719155048,0.009543824355604542,False,0.001282051282051282,False
C_Northeast_South_America_Coast,2.6394341916342734,0.00993748809100252,False,0.0017094017094017096,False
C_Melville_Prince_Patrick_Islands,2.569340741164736,0.011999879459488756,False,0.002136752136752137,False
C_Neva_River_Finland_Coast,2.37830865007348,0.019717533438816007,False,0.002564102564102564,False
C_East_Nile_Delta,2.337029319474374,0.021877021607716495,False,0.0029914529914529917,False
R_Parana_River,2.334250311835394,0.02202966377080869,False,0.0034188034188034192,False
C_North_Korea_Bay_Korean_Peninsula,2.2906689909371476,0.024549892313716428,False,0.0038461538461538464,False
R_Amazon_River,-2.2642775757288547,0.02619683747847806,True,0.004273504273504274,False
C_East_China_Coast,2.2259667687187186,0.02876048989792319,False,0.0047008547008547015,False
R_Yukon_River,-2.107432463285369,0.038134893500173385,True,0.005128205128205128,False
E_Saharan_and_Algerian_Atlas,2.103039034004795,0.03852816969675224,False,0.005555555555555556,False
C_North_East_Bay_of_Bengal_Coast,2.1014869560694316,0.03866794001271859,False,0.005982905982905983,False
C_South_Chile_South_Pacific_Coast,2.082872700894147,0.04037870164734121,False,0.00641025641025641,False
C_South_Gulf_of_Oman_West_Arabian_Sea_Coast,2.066781108369727,0.04190990122905177,False,0.0068376068376068385,False
R_Colorado_River_Argentina,2.0609265139326873,0.04247928268282646,False,0.007264957264957266,False
E_North_Plateau_of_Tibet,-2.0463445800039284,0.04392646916341915,True,0.007692307692307693,False
C_Puerto_Rico,2.0420182016967074,0.044363914363912876,False,0.00811965811965812,False
C_Irrawaddy_Sittang_Salween_Basin,-2.033251568104389,0.04526180722866363,True,0.008547008547008548,False
R_Columbia_River,-2.027894831471777,0.04581809614720081,True,0.008974358974358975,False
E_Turpan_Pendi,2.0235217709145994,0.04627657068102565,False,0.009401709401709403,False
R_Parnaiba_River,1.930714870405282,0.056974477375211115,False,0.009829059829059829,False
C_North_Gulf_of_Oman_Coast,-1.9178592919000705,0.058610089501906874,True,0.010256410256410256,False
E_Tarim_He_Lop_Nur,1.9082688197195175,0.05985599282475071,False,0.010683760683760684,False
R_Yangtze_River,1.8908409239966495,0.06217733441476714,False,0.011111111111111112,False
C_North_Argentina_South_Atlantic_Coast,1.8898930917165067,0.062305728297424354,False,0.011538461538461539,False
E_Northern_Kordofan,1.8689920906756274,0.06519424615265157,False,0.011965811965811967,False
C_Somerset_Island,1.8546945302985354,0.06723428910161443,False,0.012393162393162394,False
R_Mississippi_River,1.8505129826656896,0.06784094889318469,False,0.01282051282051282,False
C_East_Barents_Sea_Coast,1.802942355856616,0.07507089973768714,False,0.01324786324786325,False
R_Mekong_River,1.7939974398529959,0.07649956912070405,False,0.013675213675213677,False
R_Don_River,1.792388263800928,0.07675896568311831,False,0.014102564102564103,False
C_South_Africa_South_Coast,1.7651418153098255,0.08126300166150101,False,0.014529914529914532,False
C_New_Brunswick_and_Nova_Scotia_Coast,1.7525825757153688,0.08341152274531877,False,0.014957264957264958,False
R_Yellow_River_Huang_He,1.7364583387449228,0.08623838199676445,False,0.015384615384615385,False
C_East_Caspian_Sea_Coast,1.725605070797715,0.08818516932608098,False,0.01581196581196581,False
C_Malaysian_Peninsula_Coast,-1.7249024274140052,0.08831243870789697,True,0.01623931623931624,False
C_West_Barents_Sea_Coast,-1.7182493909487182,0.08952498777571222,True,0.016666666666666666,False
E_Upper_Lake_Chad,1.6992002556372174,0.09307246142036445,False,0.017094017094017096,False
R_Amur_River,1.6940170871848874,0.09405734925568889,False,0.01752136752136752,False
E_Egyptian_Western_Desert,1.6882083065236342,0.09517120931069604,False,0.01794871794871795,False
E_South_Interior_Africa,1.6810174191352032,0.09656497401251975,False,0.018376068376068377,False
C_Severnaya_Zemlya,1.672769556616056,0.09818403183184593,False,0.018803418803418806,False
R_Senegal_River,1.6715704253640673,0.0984212497890619,False,0.019230769230769232,False
C_Bismark_Sea_Islands,1.6626473327379627,0.10020113185319124,False,0.019658119658119658,False
C_South_Hudson_Strait_Ungava_Bay_Coast,1.657177535387474,0.10130504823920271,False,0.020085470085470087,False
C_South_Amapa_Coast,1.6361761761774356,0.10563550613377143,False,0.020512820512820513,False
E_Qinghai_Lake,1.5936431804540934,0.11486353184277061,False,0.020940170940170942,False
E_Lower_Lake_Chad,1.5828345593727815,0.11730871806132702,False,0.021367521367521368,False
R_Niger_River,1.5211785747063729,0.13206197985553295,False,0.021794871794871797,False
C_West_Nile_Delta,1.5144237483295084,0.13376361492372588,False,0.022222222222222223,False
C_South_Alaska_Coast_Frazer_River,1.504959272348841,0.13617684930590765,False,0.022649572649572652,False
C_South_Mediterranean_Coast,-1.4711230272595135,0.14508511095208285,True,0.023076923076923078,False
C_Hispaniola,1.4670248114822755,0.14619425656617627,False,0.023504273504273504,False
R_Ganges_Bramaputra_Basin,1.4492383329923038,0.15108472848617252,False,0.023931623931623933,False
R_Colorado_River_of_the_West_North_America,1.4455794488878635,0.1521063244526609,False,0.02435897435897436,False
R_Zambezi_River,-1.4243501934973593,0.1581397323186526,True,0.02478632478632479,False
C_Sweden_Coast,-1.4231821702722165,0.15847697005105146,True,0.025213675213675214,False
C_East_Mississippi_Delta,1.41381076944455,0.1612028312483669,False,0.02564102564102564,False
R_Ob_River,-1.3971859704033607,0.16612702764815002,True,0.026068376068376073,False
C_North_Baffin_Island_Coast,1.3893659471436353,0.1684827627827245,False,0.0264957264957265,False
C_Philippines,1.386726839258379,0.16928351455094237,False,0.026923076923076925,False
C_Aleutians_South_Alaska_Coast,1.379885182090787,0.1713729270210261,False,0.027350427350427354,False
E_East_Gobi_Desert,1.3733849569959355,0.1733762274087998,False,0.02777777777777778,False
E_Central_Mongolia,1.373039047023666,0.17348333058752768,False,0.028205128205128206,False
C_East_Timor_Islands,1.36685502131734,0.175406579915621,False,0.02863247863247863,False
R_Indus_River,1.3645164749923975,0.1761380807364306,False,0.029059829059829064,False
