name,continent,centroid_lat,centroid_lon,area_km2,glaciated,abs_lat,log10_area,stratum,era5_coverage,nbr_corr,nbr_dist_km,nbr_n_unique,nbr_modal,nbr_stable,rho,log_qr,coupling,skill_p3b,dm_p3b,dm_p_p3b,n_p3b,skill_p4cond,dm_p4cond,dm_p_p4cond,n_p4cond,skill_era5r,dm_era5r,dm_p_era5r,n_era5r,skill_era5c,dm_era5c,dm_p_era5c,n_era5c,li_dm_h4,dist_band,corr_band,lat_band
R_Orange_River,africa,-27.33736228942871,22.437862396240234,983929.4375,0,27.33736228942871,5.992963954119143,low,1.0000000768991553,0.8287005279093007,729.245063604411,2,C_South_Africa_South_Coast,0,0.8398792320460151,4.464508283771366,0.898293834498077,-0.010171795753824986,0.3491531146748448,0.7278693736127645,83,-0.008389794525605954,0.28513242557978885,0.7762616254668604,83,-0.010171795753824986,0.3491531146748448,0.7278693736127645,83,0.0012548735341683104,-0.04628926071786358,0.9631922466901507,83,-0.7034269507110112,600-1000,high_corr,S_extratropics
C_Namibia_Coast,africa,-22.32147979736328,15.058770179748535,268245.71875,0,22.32147979736328,5.428532799275125,low,0.9627992756468408,0.836351748624822,715.5635576578668,2,E_South_Interior_Africa,0,0.8371701601846013,0.34508328738555993,0.8095174227130817,0.057782976602845815,-3.1369555428994054,0.0023711730850272334,83,0.05570478473080798,-2.977894325844715,0.003815512997646759,83,0.057782976602845815,-3.1369555428994054,0.0023711730850272334,83,0.042179686522007764,-2.3753082458483585,0.01986785711236069,83,-2.6675795790627896,600-1000,high_corr,tropics
C_Angola_Coast,africa,-12.190860748291016,14.83316707611084,521596.40625,0,12.190860748291016,5.717334590486189,low,0.97243504194704,0.4894619123698992,7107.582801321871,3,C_Namibia_Coast,0,0.8372904136959388,0.2803771483986208,0.40991598108389926,-0.1504874279702133,2.6540892267233023,0.009549221324117606,83,-0.15346711089367981,2.7302281731033458,0.007744987832771979,83,-0.1504874279702133,2.6540892267233023,0.009549221324117606,83,-0.1753901727756022,2.9854004573984922,0.003732173336173114,83,-1.7151376034568155,>1000,low_corr,tropics
R_Congo_River,africa,-2.5096843242645264,22.90906143188477,3715698.25,0,2.5096843242645264,6.570040437915534,low,1.0000000494356305,0.7682870304347345,1314.079465516347,2,E_Lake_Rukwa_Basin,0,0.8927676917189737,7.074629672569034,0.45766449950568744,-0.03803107884420531,0.43222470402905466,0.6667126213020205,83,-0.02856850915837339,0.3348273146869845,0.7386103373371403,83,-0.03803107884420531,0.43222470402905466,0.6667126213020205,83,0.08150921621494889,-1.6407906981972091,0.1046713929376069,83,-1.9478534148484996,>1000,mid_corr,tropics
C_Gulf_of_Guinea_Coast,africa,1.326582431793213,11.635783195495604,700958.5,0,1.326582431793213,5.845692306476619,low,0.9669125802672044,0.6188368629918015,1323.8391474797697,1,R_Congo_River,1,0.8020512511108304,0.7785310217878653,0.383758079459537,0.00527116174558484,-0.12623580146887348,0.8998542841291826,83,0.010927184507740328,-0.26814334215642477,0.7892623734942215,83,0.00527116174558484,-0.12623580146887348,0.8998542841291826,83,0.07654423475958105,-2.1567341725607085,0.03395471870310132,83,-1.5460074857505484,>1000,low_corr,tropics
C_Nigerian_Delta,africa,5.011028289794922,7.079521179199219,25460.255859375,0,5.011028289794922,4.405862763722836,low,0.9393371985749762,0.523661759183679,550.5535555398047,2,C_Bight_of_Benin_Coast,0,0.30723631519258443,6.5432510913521025,0.6207808718623865,-0.028967521466613855,1.0961722108832679,0.2762123541575196,83,-0.027598493519074285,1.070951355420468,0.28733338653067797,83,-0.028967521466613855,1.0961722108832679,0.2762123541575196,83,-0.014299086755422241,0.6492771255511149,0.5179737890981616,83,-1.8619123450788968,300-600,low_corr,tropics
R_Niger_River,africa,13.760977745056152,3.548226833343506,2137806.0,0,13.760977745056152,6.3299682916341045,sub_noise,0.9996386962272727,0.7972104313406766,1476.8570874381355,1,E_Lower_Lake_Chad,1,0.8325132409279645,0.06845576833743736,0.9156411796968458,0.17231796061431492,-3.154254312335456,0.002249451907339747,83,0.1704288396000423,-3.1648659962930576,0.002177695385790252,83,0.17231796061431492,-3.154254312335456,0.002249451907339747,83,0.21048836346260025,-4.572518878086246,1.6880205043750206e-05,83,-2.1682798814603927,>1000,high_corr,tropics
C_Bight_of_Benin_Coast,africa,7.379095077514648,3.409212112426758,209642.9375,0,7.379095077514648,5.321480236372584,mid,0.9412098819053056,0.7831325802139716,631.6263752483499,1,R_Volta_River,1,0.9362300662083737,-0.43613502171204244,0.9245035064813834,0.029363873554847153,-2.041006346513601,0.044466762729432056,83,0.02671694493092125,-1.8847100802092749,0.06301177805218204,83,0.029363873554847153,-2.041006346513601,0.044466762729432056,83,0.04376244714322042,-2.4137209163301923,0.018018277833736353,83,1.196549503267516,600-1000,high_corr,tropics
R_Volta_River,africa,10.47368335723877,-1.4132455587387085,410240.78125,0,10.47368335723877,5.613038830560624,mid,0.999999933944994,0.7943269557264679,798.7869899291147,2,C_West_Africa_Coast,0,0.9309885769066064,-0.2349028133246216,0.9058937471596199,0.015621313523141223,-0.5590215591746455,0.5776705715323817,83,0.016309258720828446,-0.5857134728522162,0.5596766997547387,83,0.015621313523141223,-0.5590215591746455,0.5776705715323817,83,0.0255562725102797,-0.9180921998561682,0.36126319303586657,83,2.1671072943156564,600-1000,high_corr,tropics
C_West_Africa_Coast,africa,8.892885208129883,-8.912860870361328,855164.875,0,8.892885208129883,5.9320498543768725,low,0.9667636280337176,0.7933634355000823,840.5771435993058,1,R_Volta_River,1,0.8851018653264839,-0.10674945467937316,0.8958954777140399,0.016825145637102135,-0.8526116419446348,0.3963581955697109,83,0.0157412032792289,-0.8152111347340029,0.417312982034501,83,0.016825145637102135,-0.8526116419446348,0.3963581955697109,83,0.039157423101389255,-1.691001182256629,0.09463432688737179,83,0.2173187693995006,600-1000,high_corr,tropics
R_Senegal_River,africa,15.055135726928713,-10.95368480682373,457495.84375,0,15.055135726928713,5.660387152949703,sub_noise,0.9999999606464453,0.5891840152418946,1398.5584551385539,2,R_Niger_River,0,0.7957445282157615,0.1694012762379343,0.7794004046847356,0.03533256559777598,-1.0821080611300018,0.28237647423527495,83,0.0383653160042684,-1.1868854158938507,0.2386999780011693,83,0.03533256559777598,-1.0821080611300018,0.28237647423527495,83,0.03432901833865187,-1.1201062185088142,0.26593852416861635,83,-1.8307367021482808,>1000,low_corr,tropics
C_North_West_Africa_Coast,africa,25.009010314941406,-11.437515258789062,832119.0625,0,25.009010314941406,5.9201854711071675,sub_noise,0.966235015676299,0.7469290667919013,1138.1279345139944,1,E_Saharan_and_Algerian_Atlas,1,0.9204703944466693,-0.691462416989453,0.881511445591781,0.07538157246117283,-2.0351601571161395,0.04506500892682853,83,0.0735874037575942,-1.9941269509456439,0.04946156648849727,83,0.07538157246117283,-2.0351601571161395,0.04506500892682853,83,0.050983369451121474,-1.5131804553697064,0.13407869195470443,83,-3.002848544963635,>1000,mid_corr,N_midlat
C_Southwest_Mediterranean_Coast,africa,35.3536376953125,2.8848717212677,296790.0625,0,35.3536376953125,5.472449355253665,sub_noise,0.9093123329442624,0.838990369651305,679.6017734492602,1,E_Saharan_and_Algerian_Atlas,1,0.9526823735289763,-0.5166850705781216,0.9398851687866598,0.08667929212370984,-2.6901853113150236,0.008650965271652575,83,0.08453405675367542,-2.6125643186595413,0.010686758458211798,83,0.08667929212370984,-2.6901853113150236,0.008650965271652575,83,0.054113902541677805,-1.917295333048136,0.05868274195690897,83,-2.689204936344925,600-1000,high_corr,N_midlat
C_South_Mediterranean_Coast,africa,30.94673156738281,16.09575080871582,282865.53125,0,30.94673156738281,5.451580029464943,sub_noise,0.9415755850382386,0.6050193012385621,913.2424399415628,2,E_Libyian_Desert,0,0.7171796294195517,-0.6360065493895614,0.9412185048923218,0.0017530666533406292,-0.2434976471779591,0.8082280418817962,83,0.0019015189385398479,-0.26968595832268005,0.788079369132204,83,0.0017530666533406292,-0.2434976471779591,0.8082280418817962,83,0.010797936269358654,-1.6886611088760952,0.09508399745711628,83,-0.735544814223363,600-1000,low_corr,N_midlat
C_West_Nile_Delta,africa,30.55795669555664,30.14198875427246,20673.873046875,0,30.55795669555664,4.315421845051044,sub_noise,0.8074967825450631,0.9572037331999244,128.55923318611988,1,C_East_Nile_Delta,1,0.724702993919851,-0.5490692134319851,0.9412185048923218,0.020326736720529204,-3.1008399454072206,0.0026453435516392253,83,0.020752232979723173,-3.168200158403324,0.0021555945346970846,83,0.020326736720529204,-3.1008399454072206,0.0026453435516392253,83,0.029359657208395284,-3.984402170309164,0.00014583998872490345,83,-3.3241553934036907,<300km,high_corr,N_midlat
R_Nile_River,africa,11.534171104431152,31.847883224487305,3062504.25,0,11.534171104431152,6.486076700066554,low,1.000000049277057,0.8762216263470114,1081.4738434719611,2,E_Rift_Valley,0,0.9073231219209836,0.6412616359379982,0.8306339601966064,0.08881048103506395,-1.6563774662269533,0.10146734234407753,83,0.08977152801633426,-1.6890682169908744,0.09500564219567204,83,0.08881048103506395,-1.6563774662269533,0.10146734234407753,83,0.07248679962224436,-1.7997725231972506,0.07557462206631664,83,-2.1032243011698086,>1000,high_corr,tropics
C_East_Nile_Delta,africa,30.81274032592773,31.45334815979004,19289.41015625,0,30.81274032592773,4.2853189477163385,sub_noise,0.9657190072358016,0.9572037331999244,128.55923318611988,1,C_West_Nile_Delta,1,0.8144781711197002,-0.9223956368976601,0.9412185048923218,-0.007431933072774566,2.2939098250632997,0.024354082439957073,83,-0.00722280474380077,2.2001544321869426,0.030609465573678794,83,-0.007431933072774566,2.2939098250632997,0.024354082439957073,83,-0.0029538238344986034,0.8648330408105736,0.3896534437792637,83,-3.419961887998393,<300km,high_corr,N_midlat
