area,area_cut,contamination,n_basins,skill_pct,dm_stat,p,n_rows
resolved,200000,cont_high,39,1.0986394279577483,-2.1669414021553184,0.03314092651842633,3237
resolved,200000,cont_lowmid,125,-0.8009732142733483,2.5165505722513477,0.013800215826198609,10375
sub_resolution,200000,cont_high,39,1.2218690504813057,-3.3823944920627005,0.0011034801020191431,3237
sub_resolution,200000,cont_lowmid,31,0.687988492725089,-1.9307772501977216,0.05696663605319827,2573
