screen,n_flagged,real_rmse,own_ridge_rmse,skill_vs_own,beats_placebos,p_rank,flagged_basins
full_series_6sigma,27,0.94863664557379,0.9490247313448583,0.0008176950675223837,50/50,0.0196078431372549,C_Banks_Island;C_Buor_Khaya_Gulf_Coast;C_East_Azov_Sea_Northeast_Black_Sea_Coast;C_East_Nile_Delta;C_East_Red_Sea_North_Gulf_of_Aden_Coast;C_Great_Britain;C_Hokkaido;C_Jamaica;C_Melville_Prince_Patrick_Islands;C_Nigerian_Delta;C_Olenyok_Delta;C_Patagonia;C_Puerto_Rico;C_Sakhalin_Island;C_Severnaya_Zemlya;C_Sicily;C_South_Africa_West_Coast;C_South_Gulf_of_Aden_Coast;C_Taiwan;C_Tasmania;C_West_Nile_Delta;C_Yamal_Peninsula;E_Central_Mongolia;E_Egyptian_Western_Desert;E_Jordan_Northwest_Saudi_Arabia;E_Northern_Kordofan;R_Shebelli_Juba_Rivers
train_only_6sigma,2,1.0431661845145301,1.04424928564581,0.002073335259923703,50/50,0.0196078431372549,C_Taiwan;E_Northern_Kordofan
