area,contamination,n_basins,skill_pct,dm_stat,p,n_rows
resolved,cont_high,57,1.1614406844879688,-2.918967696731691,0.004532074096374117,4731
resolved,cont_lowmid,142,-0.4995411054544263,1.760499319708599,0.08205180803893623,11786
sub_resolution,cont_high,21,1.1664195581596593,-2.7603200996216968,0.007122080278842831,1743
sub_resolution,cont_lowmid,14,0.9127027477131677,-2.137512582351105,0.03553451215472463,1162
