basin_idx,id,name,prefix,centroid_lat,centroid_lon,area_km2,n_cells,continent,exclude_reason,below_resolution,glaciated,n_tiles,n_eff_tiles,contamination,contamination_all,max_tile_fill_land,mascon_area_km2,area_ratio
79,2030018240,C_Iberian_Atlantic_Coast,C,40.14402770996094,-5.723358631134033,413294.96875,699,europe,keep,False,False,47,38.896699883245375,0.061762318477614556,0.061762318477614556,1.0,413294.92852783203,0.9999999026792702
80,2030020320,C_West_Continental_Europe,C,48.849056243896484,5.234267234802246,879398.125,1732,europe,keep,False,False,97,82.6105162767381,0.07629626176008855,0.07630132457328491,1.0,879398.026550293,0.999999888048764
81,2030024230,C_Denmark_Germany_Coast,C,55.269378662109375,10.729411125183105,112410.109375,255,europe,keep,False,False,16,12.44169511226748,0.15320985816456245,0.15320985816456245,1.0,112410.1167602539,1.000000065699197
82,2030026030,C_South_Baltic_Coast,C,54.15943145751953,22.931365966796875,696030.8125,1543,europe,keep,False,False,79,66.24729574633268,0.09115695757586509,0.09115695757586509,1.0,696030.8114318848,0.9999999984654196
83,2030028220,C_Neva_River_Finland_Coast,C,62.06149673461914,29.044687271118164,532684.4375,1482,europe,keep,False,False,65,51.17489671550211,0.10374650063626689,0.10374650063626689,1.0,532684.4507751465,1.0000000249212209
84,2030030090,C_Sweden_Coast,C,62.442989349365234,16.424589157104492,484086.40625,1374,europe,keep,False,False,58,47.07741608873576,0.08163057804603463,0.08163057804603463,1.0,484086.4128417969,1.000000013616984
85,2030033480,C_Norway_Coast,C,62.25550079345703,9.84280776977539,246138.140625,689,europe,keep,False,False,34,26.64621799152197,0.09283259241947583,0.09283259241947583,1.0,246138.13903808594,0.9999999935527503
86,2030037990,C_West_Barents_Sea_Coast,C,67.25116729736328,31.935346603393555,378167.46875,1273,europe,keep,False,False,46,36.080925573418455,0.10122977710486497,0.10122977710486497,1.0,378167.48162841797,1.0000000340548012
87,2030041390,C_East_Barents_Sea_Coast,C,64.14629364013672,49.87527847290039,1004636.5625,3003,europe,keep,False,False,104,89.0704337300121,0.06276954548307148,0.06276954548307148,1.0,1004636.6117248535,1.0000000489976728
88,2030046500,C_Sicily,C,37.72762680053711,14.177642822265625,34914.8515625,57,europe,keep,True,False,5,3.9422351910015183,0.08045947368572268,0.08045947368572268,1.0,34914.85021972656,0.9999999615414823
89,2030047500,C_Sardinia_and_Corsica,C,40.48616409301758,9.075053215026855,84190.1171875,143,europe,keep,True,False,7,6.983985459750446,0.0,0.0,1.0,84190.11596679688,0.9999999855006364
90,2030048790,C_Great_Britain,C,53.88020706176758,-2.613974094390869,276127.28125,607,europe,keep,False,False,29,25.774299096576303,0.020963981713594423,0.0209749288997656,1.0,276127.28369140625,1.0000000088415975
91,2030054200,C_Ireland,C,53.56654739379883,-7.68958044052124,74015.21875,161,europe,keep,True,False,10,8.03129226602302,0.05453959732449083,0.05453959732449083,1.0,74015.21765136719,0.9999999851566633
92,2030057170,C_Iceland,C,65.02053833007812,-19.043020248413086,114385.3828125,350,europe,keep,False,True,14,11.523815823696845,0.0,0.0,1.0,114385.3735961914,0.9999999194275669
93,2030059510,C_Svalbard,C,78.96168518066406,19.435562133789062,97022.8046875,659,europe,keep,False,True,13,9.707670500350833,0.0,0.0,1.0,97022.8179321289,1.0000001365104725
94,2030062920,C_Novaya_Zemlya,C,74.09131622314453,58.345603942871094,93869.828125,448,asia,keep,False,True,13,9.560060351652982,0.0,0.0,1.0,93869.82762145996,0.9999999946357626
96,2030065840,C_East_Caspian_Sea_Coast,C,38.98503875732422,58.361183166503906,706300.6875,1176,asia,keep,False,False,74,60.46995551776005,0.11678659036358847,0.11678659036358847,1.0,706300.723449707,1.0000000508985871
97,2030066850,C_North_Caspian_Sea_Coast,C,48.40042495727539,53.8274040222168,763986.8125,1491,europe,keep,False,False,76,63.238312903674554,0.12361598825205551,0.12361598825205551,1.0,763986.8055419922,0.9999999908925027
98,2030068680,R_Volga_River,R,55.84633255004883,47.36979293823242,1408949.375,3261,europe,keep,False,False,156,131.30339757791967,0.09872029265613143,0.09872029265613143,1.0,1408949.2390441895,0.999999903505539
99,2030068690,C_West_Caspian_Sea_Coast,C,40.759681701660156,46.47007369995117,576202.375,986,europe,keep,False,False,59,46.51721812147005,0.155175584015343,0.155175584015343,1.0,576202.3927612305,1.0000000308246395
100,2030071190,C_North_Gulf_of_Oman_Coast,C,27.51263427734375,57.237030029296875,355618.8125,518,asia,keep,False,False,45,34.34284426321291,0.15876467493577248,0.15876467493577248,1.0,355618.8023071289,0.9999999713376494
101,2030073570,R_Tigris_Euphrates_River,R,34.301055908203125,43.343482971191406,940210.625,1473,asia,keep,False,False,82,70.24711235821005,0.10191826262708999,0.10191826262708999,1.0,940210.6248779297,0.9999999998701671
102,2030073580,C_South_Gulf_of_Oman_West_Arabian_Sea_Coast,C,23.240482330322266,53.53352355957031,332875.21875,469,asia,keep,False,False,51,36.686230656952716,0.24310218651624244,0.24310218651624244,1.0,332875.23455810547,1.0000000474895834
103,2030078740,C_East_Red_Sea_North_Gulf_of_Aden_Coast,C,19.81662940979004,42.26737594604492,581843.875,803,asia,keep,False,False,69,59.029263581859915,0.13603581419598798,0.13603581419598798,1.0,581843.8922729492,1.0000000296865705
104,2030085510,E_Rub_al_Khali_Desert,E,20.600332260131836,48.769920349121094,1270494.0,1754,asia,keep,False,False,125,110.5565339701038,0.07920630749494281,0.07920630749494281,1.0,1270494.1077270508,1.0000000847914676
105,2030085530,E_Farahrud_Helmand_Hamun_i_Mashkel,E,31.083477020263672,63.8124885559082,567806.625,857,asia,keep,False,False,64,52.95536343110896,0.11112638522013231,0.11112638522013231,1.0,567806.5768432617,0.9999999151881359
106,2030085570,E_Central_Iran,E,32.415531158447266,55.568023681640625,821598.8125,1259,asia,keep,False,False,78,65.26406650141499,0.09866064845211216,0.09866064845211216,1.0,821598.8509521484,1.0000000468016115
107,2030085580,E_North_Central_Arabia,E,27.356037139892578,43.16742706298828,549897.3125,800,asia,keep,False,False,54,43.83425532028304,0.12979607876572175,0.12979607876572175,1.0,549897.3145751953,1.000000003773787
108,2030085720,E_Jordan_Northwest_Saudi_Arabia,E,30.825593948364258,37.11274337768555,227305.75,342,asia,keep,False,False,26,19.21943998996138,0.1754779634801962,0.1754779634801962,1.0,227305.74725341797,0.9999999879167948
109,3030000010,C_Yamal_Peninsula,C,69.67227172851562,70.39633178710938,140921.625,527,asia,keep,False,False,18,12.781928689137354,0.150814909822963,0.150814909822963,1.0,140921.6375427246,1.0000000890049672
110,3030001840,R_Ob_River,R,55.872745513916016,75.04949951171875,3094179.75,7260,asia,keep,False,False,283,252.95952007889446,0.04560579852384904,0.04560579852384904,1.0,3094179.7797851562,1.000000009626188
111,3030001850,C_East_Ob_Bay_Coast,C,66.16099548339844,77.90296173095703,471574.84375,1521,asia,keep,False,False,47,36.94536314727884,0.1256941746521817,0.1256941746521817,1.0,471574.8570251465,1.0000000281506671
112,3030003790,C_Gydan_Bay_Coast,C,70.09961700439453,81.06485748291016,101067.84375,385,asia,keep,False,False,16,10.304576216933905,0.3005268653043406,0.3005268653043406,1.0,101067.84162902832,0.9999999790143769
113,3030004740,R_Yenisey_River,R,57.427555084228516,98.65430450439453,2509586.5,6226,asia,keep,False,False,239,204.22000888798848,0.06643311897359885,0.06643311897359885,1.0,2509586.4212646484,0.9999999686261655
114,3030004750,C_Yenisey_Gulf_Coast,C,71.72734832763672,82.79708862304688,28055.921875,116,asia,keep,True,False,7,4.805294895080543,0.5028882230148711,0.5028882230148711,1.0,28055.924880981445,1.0000001071424942
115,3030005240,C_North_Siberia_Coast,C,71.36978912353516,103.69770050048828,1154505.5,4762,asia,keep,False,False,101,85.66388803855446,0.04979750477155724,0.04979750477155724,1.0,1154505.5327301025,1.0000000283498889
116,3030008670,C_Olenyok_Delta,C,72.90956115722656,125.04621887207031,20929.328125,92,asia,keep,True,False,5,3.005164906723839,0.26122748742620217,0.26122748742620217,1.0,20929.325149536133,0.9999998578328053
117,3030009130,R_Lena_River,R,60.77709197998047,121.91783142089844,2464042.5,6659,asia,keep,False,False,242,207.33276175906704,0.06669423370746247,0.06669423370746247,1.0,2464042.484375,0.9999999936587944
118,3030009140,C_Buor_Khaya_Gulf_Coast,C,70.8240966796875,129.2813262939453,10676.2705078125,42,asia,keep,True,False,3,2.3702389524538074,0.46252398841889814,0.46252398841889814,0.7915555127798954,10676.270217895508,0.9999999728447315
119,3030009320,C_North_East_Siberian_Sea_Coast,C,66.85862731933594,149.4497833251953,1621477.375,5398,asia,keep,False,False,162,144.28960208680724,0.048104543659803684,0.048104543659803684,1.0,1621477.3359527588,0.9999999759187258
120,3030011770,C_Chukchi_Peninsula,C,66.79141998291016,-177.269287109375,172531.484375,567,asia,keep,False,False,25,18.161772360302205,0.07451603251591518,0.07451603251591518,1.0,172531.48477172852,1.0000000022994557
121,3030012270,C_Kamchatka_Peninsula,C,60.9569206237793,166.73587036132812,787367.0,2136,asia,keep,False,False,83,74.06241292736698,0.039918918272281056,0.039918918272281056,1.0,787367.0270690918,1.000000034379256
122,3030017830,C_Shelikhov_Gulf_Sea_of_Okhotsk_Coast,C,60.50090408325195,150.12930297851562,307016.5,807,asia,keep,False,False,44,35.75048788813708,0.16189753145710475,0.16189753145710475,1.0,307016.5205078125,1.000000066797102
123,3030020970,C_Severnaya_Zemlya,C,79.39820098876953,98.24091339111328,47847.15234375,338,asia,keep,True,True,6,4.3412077734421235,0.02757873599534756,0.02757873599534756,1.0,47847.15093231201,0.9999999705011078
124,3030022480,C_New_Siberian_Islands,C,75.29249572753906,143.3781280517578,36947.1171875,188,asia,keep,True,True,4,3.6214595401256324,0.0,0.0,1.0,36947.12106323242,1.000000104899454
125,3030024310,E_Dayan_Khyargas_Uvs_Nuur_Basins,E,48.469303131103516,93.78047180175781,302705.0,590,asia,keep,False,False,38,28.20708075235483,0.13194895694131564,0.13194895694131564,1.0,302704.99423217773,0.9999999809457317
126,4030000010,C_Uda_Basin,C,54.20737838745117,135.0440673828125,115917.71875,256,asia,keep,False,False,21,14.187628769465187,0.24834581902855718,0.24834581902855718,1.0,115917.72354125977,1.0000000413332821
127,4030000880,R_Amur_River,R,49.05568313598633,125.07086181640625,2242283.5,4441,asia,keep,False,False,210,186.64050004552476,0.06067264865317876,0.06067264865317876,1.0,2242283.438293457,0.9999999724804901
128,4030000890,C_South_East_Russia_Coast,C,45.92216110229492,135.13890075683594,172088.890625,321,asia,keep,False,False,30,20.385115516872954,0.27013458167154275,0.27013458167154275,1.0,172088.89868164062,1.0000000468167387
129,4030003020,C_North_Korea_Bay_Korean_Peninsula,C,40.68916320800781,123.9022445678711,529614.5,904,asia,keep,False,False,55,43.75894988452126,0.05893358152339727,0.05893358152339727,1.0,529614.5484619141,1.00000009150413
130,4030006940,C_Ziya_He_Interior_Coast,C,39.09107208251953,115.49566650390625,343454.4375,572,asia,keep,False,False,41,33.010473451497454,0.13315356566586536,0.13315356566586536,1.0,343454.4446411133,1.000000020792025
131,4030007850,R_Yellow_River_Huang_He,R,36.94654846191406,106.25562286376953,965472.1875,1562,asia,keep,False,False,110,90.77761438292731,0.12288787784161731,0.12288787784161731,1.0,965472.1708374023,0.9999999827415043
132,4030007860,C_Yellow_Sea_Coast,C,35.340003967285156,119.0733413696289,167307.140625,265,asia,keep,False,False,22,17.291384844739692,0.14277477027187885,0.14277477027187885,1.0,167307.1484375,1.0000000466955563
133,4030009880,R_Yangtze_River,R,30.326187133789062,107.59198760986328,1929324.75,2891,asia,keep,False,False,203,176.22730932906885,0.08019822002532054,0.08019822002532054,1.0,1929324.864868164,1.000000059538014
134,4030009890,C_East_China_Coast,C,28.500930786132812,119.4654541015625,221048.21875,325,asia,keep,False,False,27,21.756409150803233,0.09813020011337296,0.09813020011337296,1.0,221048.22326660156,1.0000000204326531
135,4030011690,C_North_Vietnam_South_China_Coast,C,23.639999389648438,108.84123229980469,778027.125,1097,asia,keep,False,False,84,72.97730199250175,0.07798020814594958,0.07798020814594958,1.0,778027.0802612305,0.9999999424971597
136,4030015090,C_Vietnam_Coast,C,15.238595008850098,106.55034637451172,196801.625,264,asia,keep,False,False,33,23.625542220889308,0.20969808444755522,0.20969808444755522,1.0,196801.62017822266,0.9999999754993012
137,4030017020,R_Mekong_River,R,18.58339500427246,102.74512481689453,777523.0,1066,asia,keep,False,False,96,75.67011373530121,0.1556194693588322,0.1556194693588322,1.0,777522.9995117188,0.9999999993720041
138,4030017030,C_Chao_Phraya_River_Gulf_of_Thailand_Coast,C,15.146402359008789,101.001220703125,247108.328125,331,asia,keep,False,False,32,25.277268218353537,0.19958661036033654,0.19958661036033654,1.0,247108.34240722656,1.000000057797431
139,4030018350,C_Malaysian_Peninsula_Coast,C,7.784571170806885,100.55182647705078,335192.5,438,asia,keep,False,False,38,29.89837049095402,0.0652187711683541,0.0652187711683541,1.0,335192.5248413086,1.0000000741105741
140,4030022790,C_Irrawaddy_Sittang_Salween_Basin,C,23.22297477722168,96.41482543945312,752115.6875,1061,asia,keep,False,False,88,71.77767557073156,0.11143461959128828,0.11143461959128828,1.0,752115.7192993164,1.0000000422798208
141,4030024190,C_North_East_Bay_of_Bengal_Coast,C,21.3402042388916,92.96990203857422,103108.09375,143,asia,keep,False,False,19,12.739798591543728,0.20793738231244138,0.20793738231244138,1.0,103108.0765991211,0.9999998336611775
142,4030025450,R_Ganges_Bramaputra_Basin,R,27.027225494384766,85.1792221069336,1590077.375,2307,asia,keep,False,False,163,145.28104711284666,0.061900025437476976,0.061900025437476976,1.0,1590077.3834228516,1.0000000052971332
143,4030025460,C_Deccan_Plateau_East_Indian_Subcontinent_Coast,C,18.049001693725586,80.298828125,1247180.375,1698,asia,keep,False,False,125,111.34759083960432,0.05619479264096873,0.05619479264096873,1.0,1247180.3339233398,0.999999967064379
144,4030029530,C_India_West_Coast,C,19.4130802154541,75.73403930664062,318076.40625,437,asia,keep,False,False,52,37.44619604407788,0.237260400853616,0.237260400853616,1.0,318076.38220214844,0.9999999243959907
145,4030031750,C_Thar_Desert_Sabarmati_River_Gulf_of_Cambay_Luni_Delta,C,26.01116371154785,71.97637939453125,530357.4375,763,asia,keep,False,False,58,50.85490880971111,0.09578902965117016,0.09578902965117016,1.0,530357.3756713867,0.9999998834208613
146,4030033640,R_Indus_River,R,32.24281692504883,73.24103546142578,865917.4375,1324,asia,keep,False,False,101,80.38180424024759,0.10420560096728856,0.10420560096728856,1.0,865917.4177246094,0.9999999771624987
147,4030033650,C_Hub_Porali_Basin,C,25.878711700439453,66.87251281738281,36926.984375,53,asia,keep,True,False,9,5.744901523794185,0.37116886529867443,0.37116886529867443,1.0,36926.984619140625,1.0000000066114423
148,4030034510,C_Sakhalin_Island,C,49.94160079956055,142.5860137939453,118719.125,239,asia,keep,False,False,13,11.281955120674995,0.052749508118057425,0.052749508118057425,1.0,118719.11163330078,0.9999998874090488
149,4030037060,C_Hokkaido,C,43.259254455566406,142.40528869628906,94165.234375,167,asia,keep,False,False,11,8.69976639727179,0.03416069405906514,0.03416069405906514,1.0,94165.23156738281,0.9999999701841428
150,4030039450,C_Japan,C,35.84126663208008,136.385498046875,349121.34375,557,asia,keep,False,False,33,27.15662903464578,0.009213845242350357,0.009213845242350357,1.0,349121.30407714844,0.9999998863637177
151,4030046370,C_Taiwan,C,23.437152862548828,121.0577621459961,54702.77734375,77,asia,keep,True,False,6,4.489028904833926,0.0,0.0,1.0,54702.79217529297,1.0000002711296152
152,4030047500,C_Hainan,C,19.03677749633789,109.63971710205078,46854.28515625,64,asia,keep,True,False,4,3.9928831220934384,0.0,0.0,1.0,46854.28240966797,0.999999941380345
153,4030048900,C_Sri_Lanka,C,7.6171674728393555,80.72770690917969,63709.2734375,83,asia,keep,True,False,7,6.018353762249466,0.0,0.0,1.0,63709.27947998047,1.0000000948445986
154,4030050210,E_Tarim_He_Lop_Nur,E,39.20248031616211,83.96000671386719,1094548.0,1826,asia,keep,False,False,119,101.60716012395471,0.08127380068681811,0.08127380068681811,1.0,1094548.105041504,1.0000000959679283
155,4030050220,E_Amu_Darya,E,40.14746856689453,65.77243041992188,805370.5,1365,asia,keep,False,False,87,73.22593814602881,0.10533859299426668,0.10533859299426668,1.0,805370.4995117188,0.9999999993937185
156,4030050230,E_Lakes_Balkash_Alakol,E,45.66504669189453,78.27720642089844,478919.28125,886,asia,keep,False,False,54,45.94694333626824,0.11215215513828751,0.11215215513828751,1.0,478919.27478027344,0.9999999864909875
157,4030050240,E_Syr_Darya,E,45.45506286621094,68.01484680175781,1040406.9375,1924,asia,keep,False,False,116,95.39183814301104,0.08162785394932064,0.08162785394932064,1.0,1040406.9762573242,1.0000000372520816
