name,fold,n_train_obs,n_fo_train,rho,q,r_grace,r_fo,r_ratio,r_fo_fallback,r_grace_at_boundary,r_fo_at_boundary,two_converged,rho_one,q_one,r_one,r_one_at_boundary,one_converged,loglik_one,loglik_two,lr_stat,lr_p,rho_two_raw,q_two_raw,r_grace_raw,r_fo_raw,r_ratio_raw,loglik_two_raw,lr_stat_raw,lr_p_raw
C_East_Central_Africa_Coast,f1,173,10,0.7494099206554667,0.42253711596700094,0.02730137825217706,0.02730137825217706,1.0,True,False,False,True,0.7494099206554667,0.42253711596700094,0.02730137825217706,False,True,-183.73080560010882,-183.73080560010882,0.0,1.0,0.750797635261646,0.4176279891138854,0.027299595849181468,0.09183341815084008,3.363911270268624,-183.65140547699932,0.15880024621901612,0.6902635111872036
C_East_China_Coast,f1,173,10,0.7683720126996969,0.2902636725005391,0.3154540767208449,0.3154540767208449,1.0,True,False,False,True,0.7683720126996969,0.2902636725005391,0.3154540767208449,False,True,-217.97791353342967,-217.97791353342967,0.0,1.0,0.8157629630663202,0.20442723799977805,0.29516765333322026,2.1489238512089233,7.280350088981339,-210.53889537820672,14.878036310445907,0.00011469061097032216
C_East_Hudson_Bay_Coast,f1,173,10,0.7747804326796183,0.36737496122046615,0.16525637162170784,0.16525637162170784,1.0,True,False,False,True,0.7747804326796183,0.36737496122046615,0.16525637162170784,False,True,-205.3557771926783,-205.3557771926783,0.0,1.0,0.7384302599969361,0.3861942005614466,0.1058274372087489,1.1722202485450166,11.076713936034988,-201.04190252613753,8.62774933308151,0.003310803712523152
C_East_Mediterranean_Coast,f1,173,10,0.8717464936576047,0.20860609732674193,0.08627505386818303,0.08627505386818303,1.0,True,False,False,True,0.8717464936576047,0.20860609732674193,0.08627505386818303,False,True,-157.88158086624787,-157.88158086624787,0.0,1.0,0.8706754359714202,0.21014325822309018,0.08169689532133864,0.14677773407879002,1.7966133658013408,-157.70905776281415,0.3450462068674369,0.556930837622867
C_East_Mississippi_Delta,f1,173,10,0.9098329677044765,0.1678602430597634,0.13083940654057988,0.13083940654057988,1.0,True,False,False,True,0.9098329677044765,0.1678602430597634,0.13083940654057988,False,True,-163.54191978024932,-163.54191978024932,0.0,1.0,0.8955244818038544,0.17928581067580435,0.11073023223521587,0.360867674610279,3.2589805631737057,-162.3620257210024,2.3597881184938387,0.12449909796135687
C_East_Nile_Delta,f1,173,10,0.625218022582927,0.2297217465258967,0.6205152578793112,0.6205152578793112,1.0,True,False,False,True,0.625218022582927,0.2297217465258967,0.6205152578793112,False,True,-239.87144122179436,-239.87144122179436,0.0,1.0,0.6020593851032169,0.23459437497141347,0.6017612857757138,0.9737853806434152,1.6182253721891324,-239.60879333868527,0.5252957662181643,0.4685913596443839
C_East_Ob_Bay_Coast,f1,173,10,0.8565103707637758,0.1893899643418658,0.3116334814756071,0.3116334814756071,1.0,True,False,False,True,0.8565103707637758,0.1893899643418658,0.3116334814756071,False,True,-205.79170729938465,-205.79170729938465,0.0,1.0,0.8587114938569451,0.18602973254894217,0.3227713580629554,0.17110084183285,0.5300992097306149,-205.4848642288825,0.6136861410043366,0.43340327906818943
C_East_Red_Sea_North_Gulf_of_Aden_Coast,f1,173,10,0.24265510753376415,0.9367828743839173,1.9279852913849292e-08,1.9279852913849292e-08,1.0,True,False,False,True,0.24265510753376415,0.9367828743839173,1.9279852913849292e-08,True,True,-240.38277176309043,-240.38277176309043,0.0,1.0,0.23717571446896957,0.9110941290967387,1.361279333697194e-06,0.4515790509355867,331731.36457534507,-239.99891847866886,0.7677065688431526,0.38092748000444
C_East_Timor_Islands,f1,173,10,0.43221748841878566,0.8170082196797216,2.3589825727755424e-07,2.3589825727755424e-07,1.0,True,False,False,True,0.43221748841878566,0.8170082196797216,2.3589825727755424e-07,True,True,-229.74011414007373,-229.74011414007373,0.0,1.0,0.41588538450253554,0.7298564924255583,1.1296752656295292e-06,1.640255515829557,1451970.8147416143,-225.76926647504902,7.941695330049413,0.004830855551157272
C_Ellef_Ringnes_Bathurst_Devon_Islands,f1,173,10,0.9846264250340738,0.049297996056115054,0.17962094601774306,0.17962094601774306,1.0,True,False,False,True,0.9846264250340738,0.049297996056115054,0.17962094601774306,False,True,-144.65393653061068,-144.65393653061068,0.0,1.0,0.9849702027489533,0.04841314021222822,0.1783686897415301,0.22209328489793023,1.245136045007453,-144.59640170786716,0.1150696454870399,0.7344446287413786
