subset,model,vs,horizon,n_rows,n_months,skill,ci_lo,ci_hi,dm_stat,dm_p
all_matched,li_lstm_full,kalman_corr_top1,1,13620,60,-0.16912975942403863,-0.3231553331869791,-0.03964779305713585,2.9895800091609597,0.004069202626879973
all_matched,li_lstm_full,kalman_corr_top1,2,13620,60,0.07823655744939928,-0.013257756140150895,0.1656470826835869,-1.857700022335197,0.06820400285526594
all_matched,li_lstm_full,kalman_corr_top1,3,13620,60,0.14124391457123764,0.07287536948834462,0.20999403432218383,-3.5581252117160336,0.0007446646984618594
all_matched,li_lstm_full,kalman_corr_top1,4,13620,60,0.1684111261990393,0.10764553795196856,0.23602552217971542,-3.9985257544159776,0.00017983852191696644
all_matched,li_lstm_full,kalman_corr_top1,5,13620,60,0.20155043763981673,0.14940021549198565,0.2677219073944161,-4.745165808951516,1.3658150819200052e-05
all_matched,li_lstm_full,kalman_corr_top1,6,13620,60,0.244070585575199,0.1973937785078474,0.3030200374669618,-6.015464545560509,1.2190001896825198e-07
all_matched,li_lstm_full,kalman_ar1,1,13620,60,-0.17134899402504433,-0.32639334819650506,-0.03928916566730073,3.001890369070005,0.003929378760719786
all_matched,li_lstm_full,kalman_ar1,2,13620,60,0.06256902767686068,-0.03177746826268209,0.15467488570413634,-1.4430079604577783,0.1543067031131342
all_matched,li_lstm_full,kalman_ar1,3,13620,60,0.14012991106961392,0.07189975386666034,0.20943102683870896,-3.5119401268285966,0.000859995454156668
all_matched,li_lstm_full,kalman_ar1,4,13620,60,0.18483989994506456,0.1274301104221175,0.24984492376817602,-4.4878730002539315,3.3905027173023625e-05
all_matched,li_lstm_full,kalman_ar1,5,13620,60,0.22019398999705353,0.17088483117538392,0.2843078330635572,-5.295830967966405,1.8377479917516402e-06
all_matched,li_lstm_full,kalman_ar1,6,13620,60,0.25272776866791336,0.20632649761487695,0.31147819849753206,-6.254518245634946,4.8709312635168795e-08
all_matched,li_lstm_full,ridge_own_perbasin,1,13620,60,-0.14143259324070256,-0.2777477954456084,-0.022367063262395813,2.713691595381619,0.008709015253419846
all_matched,li_lstm_full,ridge_own_perbasin,2,13620,60,0.09262464321656771,0.011980776584337275,0.1722886679749875,-2.4306795902804907,0.018129184369270787
all_matched,li_lstm_full,ridge_own_perbasin,3,13620,60,0.15834256207488795,0.0990455738946069,0.2209922262650366,-4.4877384881282945,3.392096666267447e-05
all_matched,li_lstm_full,ridge_own_perbasin,4,13620,60,0.19745389076771502,0.14096824146733922,0.26257885259058084,-4.913279346514626,7.463230452171696e-06
all_matched,li_lstm_full,ridge_own_perbasin,5,13620,60,0.24069888458453015,0.19252356038392224,0.3034119800614505,-5.925539901499021,1.7183660396785137e-07
all_matched,li_lstm_full,ridge_own_perbasin,6,13620,60,0.2859338252616964,0.24134517061023306,0.34307940745308013,-7.513874521361238,3.6429919779704135e-10
all_matched,li_lstm_full,damped_persistence_rho,1,13620,60,-0.11088642333494891,-0.26111527789797695,0.016454411997055225,1.943725490328112,0.056702805874034874
all_matched,li_lstm_full,damped_persistence_rho,2,13620,60,0.14761184888760803,0.0652266164119934,0.22867380822640285,-3.621005067302796,0.0006111186016304255
all_matched,li_lstm_full,damped_persistence_rho,3,13620,60,0.233034227576289,0.1736570696802151,0.2952644236731018,-6.177964432294241,6.538583860976476e-08
all_matched,li_lstm_full,damped_persistence_rho,4,13620,60,0.28970918319412187,0.2384285586838262,0.3482772351372591,-7.392560507930422,5.849543105661284e-10
all_matched,li_lstm_full,damped_persistence_rho,5,13620,60,0.31696766510616314,0.27130938186842446,0.3750093865538705,-7.72508688907381,1.5976994726274892e-10
all_matched,li_lstm_full,damped_persistence_rho,6,13620,60,0.3414308054914126,0.2966594246967578,0.3962942565489188,-8.377819488250411,1.260230352654741e-11
all_matched,li_lstm_nonseas,kalman_corr_top1,1,13620,60,-0.3541193624325907,-0.4879908883604209,-0.2468162411049406,7.607293725286114,2.529902873550904e-10
all_matched,li_lstm_nonseas,kalman_corr_top1,2,13620,60,-0.04788909974606437,-0.11931385433065833,0.015384264267773463,1.6506996633620548,0.10411380614495243
