name,dm_stat,p,a_better,bh_threshold,significant,model,vs,horizon
E_Dayan_Khyargas_Uvs_Nuur_Basins,1.21411332404681,0.2295419538466582,False,0.06172248803827751,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_New_Brunswick_and_Nova_Scotia_Coast,-1.2068339242705561,0.23231260283245864,True,0.06220095693779905,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_East_Beaufort_Sea_Amundsen_Gulf_Coast,-1.176381831515551,0.24416697717922084,True,0.06267942583732058,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Labrador_Sea_Coast,1.1738237097830335,0.24518229331116503,False,0.06315789473684211,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Ganges_Bramaputra_Basin,1.1533812119129865,0.25340513141356935,False,0.06363636363636364,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Upper_Lake_Chad,1.1377703167258881,0.25981580142707855,False,0.06411483253588517,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Sakhalin_Island,-1.1276951274884504,0.26401387771256835,True,0.0645933014354067,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Sahara,-1.1225177713295467,0.2661897165632387,True,0.06507177033492823,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Uda_Basin,1.1202609781538135,0.2671421085147839,False,0.06555023923444976,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_East_Ob_Bay_Coast,1.116403184129207,0.26877570084311914,False,0.0660287081339713,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Canadian_South_Arctic_Ocean_Coast,1.0961398084169336,0.2774717384947258,False,0.06650717703349283,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Iberian_Atlantic_Coast,1.0679566191876098,0.2898903675890171,False,0.06698564593301436,False,li_lstm_nonseas,ridge_own_era5_flat12,1
R_Senegal_River,-1.0565567530644493,0.2950210283738805,True,0.06746411483253588,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Patagonia,1.0544270680439112,0.29598639694319384,False,0.06794258373205742,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Cuba,1.0512410915345205,0.29743461817572053,False,0.06842105263157895,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_Denmark_Germany_Coast,-1.045370284975781,0.30011596327505596,True,0.06889952153110049,False,li_lstm_nonseas,ridge_own_era5_flat12,1
C_West_Africa_Coast,-1.0262124779026391,0.3089805132512463,True,0.06937799043062201,False,li_lstm_nonseas,ridge_own_era5_flat12,1
E_Central_Mongolia,-1.0219873394768015,0.31095919273701084,True,0.06985645933014355,False,li_lstm_nonseas,ridge_own_era5_flat12,1
