fold,skill_pct,dm_p,test_months
f1,8.546684959078865,2.9337557835359367e-05,17
f2,5.980086454107159,0.00021036460845276785,17
f3,-3.047462343734253,0.3149128708216859,17
f4,6.3977722860041,0.0013571657699175085,17
f5,7.874798396272132,5.9570629106684905e-05,15
